GF DoITT Submitted to CB (A),Site ID,Latitude,Longitude,Borough,Zoning,Council District,Community Board,Street Address,Cross_Street 1,Cross_Street 2,Corner_location,Postcode,BID,Site in Business Improvement District (BID)?,Link In Historic District,NTA,GF Permit_Appl_Id,DoITT: DoITT NTP Issued (A),GF CB Comment Period Ends (A),DoITT: GF DoITT Submitted to CB (A),BIN,BBL,Census Tract,Location 1,Legacy ID,Site Type,Initial Submission (A),Final Submission (A)
12/15/2017,mn-01-GF0103,40.72167,-74.00554,Manhattan,C6-2A,1,101,7 LAIGHT STREET,6 AVENUE,ST JOHNS LANE,SW,10013,,No,0,SoHo-TriBeCa-Civic Center-Little Italy,82019,,02/13/2018,12/06/2017,1002736,1002127503,1003300,"(40.7216666, -74.00553964)",LINK-020440,New Site,07/05/2017,
12/15/2017,mn-02-GF0140,40.72245,-73.99940,Manhattan,M1-5B,1,102,503 BROADWAY,SPRING STREET,BROOME STREET,MIDBLOCK,10012,SoHo Broadway,Yes,1,SoHo-TriBeCa-Civic Center-Little Italy,82390,,02/13/2018,12/06/2017,1007251,1004847502,1004900,"(40.72245337, -73.999404)",LINK-020477,New Site,10/06/2017,
12/15/2017,mn-02-GF0144,40.73491,-74.00020,Manhattan,C1-6,3,102,33 GREENWICH AVENUE,WEST 10 STREET,CHARLES STREET,NW,10014,,No,1,West Village,82416,,02/13/2018,12/06/2017,1010852,1006110065,1007100,"(40.73491222, -74.00020406)",LINK-020481,New Site,10/11/2017,
12/15/2017,mn-02-GF0143,40.72537,-74.00463,Manhattan,M1-6,3,102,155 6 AVENUE,SPRING STREET,DOMINICK STREET,SW,10013,Hudson Square,Yes,0,SoHo-TriBeCa-Civic Center-Little Italy,82065,,02/13/2018,12/06/2017,1007385,1004910046,1003700,"(40.72537068, -74.00463448)",LINK-020480,New Site,07/28/2017,
02/02/2018,BX-06-GF22106,40.84219,-73.88477,Bronx,C1-4,17,206,892 EAST TREMONT AVENUE,HONEYWELL AVENUE,DALY AVENUE,MIDBLOCK,10460,,No,0,East Tremont,82398,,04/03/2018,01/23/2018,2010623,2029850045,2035900,"(40.8421908, -73.88477024)",LINK-020535,New Site,10/11/2017,
12/15/2017,mn-02-GF0109,40.73339,-73.99317,Manhattan,C1-7,2,102,81 UNIVERSITY PLACE,EAST 11 STREET,EAST 12 STREET,NE,10003,Village,Yes,0,West Village,82414,,02/13/2018,12/06/2017,1009127,1005630001,1006100,"(40.73339177, -73.99316634)",LINK-020446,New Site,10/11/2017,
08/31/2017,BX-01-GF22109,40.82066,-73.91559,Bronx,C1-4,17,201,736 MELROSE AVENUE,EAST 156 STREET,EAST 155 STREET,SE,10455,,No,0,Melrose South-Mott Haven North,82158,,10/30/2017,08/31/2017,2001404,2023770007,2006900,"(40.82066121, -73.91558539)",LINK-020538,New Site,08/11/2017,
12/15/2017,mn-02-GF0108,40.72225,-74.00572,Manhattan,M1-6,1,102,417 CANAL STREET,SULLIVAN STREET,6 AVENUE,NW,10013,,No,0,SoHo-TriBeCa-Civic Center-Little Italy,82405,,02/13/2018,12/06/2017,1088405,1002270080,1003700,"(40.7222524, -74.00571676)",LINK-020445,New Site,10/10/2017,
08/31/2017,BX-01-GF22111,40.81367,-73.91068,Bronx,C2-1,17,201,550 CAULDWELL AVENUE,CAULDWELL AVENUE,TRINITY AVENUE,NE,10455,,No,0,Melrose South-Mott Haven North,82095,,10/30/2017,08/22/2017,2091318,2026230135,2007300,"(40.81367118, -73.91068124)",LINK-020540,New Site,07/28/2017,
02/02/2018,mn-11-GF0149,40.80034,-73.93565,Manhattan,C1-5,8,111,251 EAST 121 STREET,2 AVENUE,3 AVENUE,NW,10035,,No,0,East Harlem North,82450,,04/03/2018,01/23/2018,1054624,1017860022,1019400,"(40.80033926, -73.93565326)",LINK-020486,New Site,10/18/2017,
11/16/2017,bk-01-GF33255,40.70328,-73.93260,Brooklyn,M1-2,34,301,997 FLUSHING AVENUE,BOGART STREET,FORREST STREET,N,11206,,No,0,Bushwick North,82309,,01/15/2018,11/06/2017,3071648,3031250007,3045300,"(40.70328489, -73.93260275)",LINK-021191,New Site,09/07/2017,
12/14/2017,bk-02-GF33212,40.69219,-73.98706,Brooklyn,C6-4.5,33,302,44 WILLLOUGHBY STREET,JAY STREET,,SE,11201,MetroTech,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82330,,02/12/2018,12/06/2017,3000389,3001510022,3001100,"(40.69219182, -73.98705896)",LINK-021148,New Site,09/25/2017,
07/20/2017,bk-01-GF33263,40.71850,-73.96335,Brooklyn,M1-2/R6A,33,301,36 NORTH 4 STREET,NORTH 4 STREET,,,11249,,No,0,North Side-South Side,81972,,09/18/2017,07/20/2017,3343247,3023490015,3055500,"(40.71850276, -73.96335474)",LINK-021199,New Site,06/08/2017,
07/20/2017,bk-01-GF33265,40.72027,-73.96156,Brooklyn,M1-2/R6A,33,301,59 NORTH 7 STREET,KENT AVENUE,WYTHE AVENUE,SE,11249,,No,0,North Side-South Side,81978,,09/18/2017,07/20/2017,3061882,3023170035,3055700,"(40.72027267, -73.96155613)",LINK-021201,New Site,06/08/2017,
12/14/2017,bk-02-GF33271,40.68339,-73.98177,Brooklyn,C2-4,33,302,316 BERGEN STREET,3 AVENUE,4 AVENUE,,11217,,No,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82185,,02/12/2018,12/06/2017,3001437,3001980001,3003900,"(40.6833913, -73.98176877)",LINK-021207,New Site,08/16/2017,
07/20/2017,bk-01-GF33224,40.71566,-73.96227,Brooklyn,M1-2/R6A,34,301,222 BERRY STREET,NORTH 1 STREET,METROPOLITAN AVENUE,,11249,,No,0,North Side-South Side,81932,,09/18/2017,07/20/2017,3062441,3023640024,3055500,"(40.71566291, -73.9622738)",LINK-021160,New Site,05/24/2017,
12/05/2017,bk-06-GF33223,40.66883,-73.99308,Brooklyn,M1-2,39,306,531 3 AVENUE,13 STREET,14 STREET,SE,11215,,No,0,Park Slope-Gowanus,82184,,02/03/2018,12/01/2017,3396867,3010330006,3011700,"(40.66883491, -73.99307618)",LINK-021159,New Site,08/16/2017,
07/20/2017,bk-01-GF33225,40.71606,-73.96184,Brooklyn,M1-2/R6A,34,301,218 BERRY STREET,METROPOLITAN AVENUE,NORTH 3 STREET,,11249,,No,0,North Side-South Side,81933,,09/18/2017,07/20/2017,3062401,3023580020,3055500,"(40.71606498, -73.96183953)",LINK-021161,New Site,05/24/2017,
10/13/2017,bk-14-GF33276,40.63482,-73.94992,Brooklyn,C2-4,45,314,1476 FLATBUSH AVENUE,FARRAGUT ROAD,EAST 28 STREET,SW,11210,Flatbush-Nostrand Junction,Yes,0,Flatbush,82244,,12/12/2017,10/04/2017,3121650,3052490067,3077000,"(40.63481915, -73.94992426)",LINK-021212,New Site,08/25/2017,
12/14/2017,bk-02-GF33337,40.69470,-73.98322,Brooklyn,C6-4,35,302,325 GOLD STREET,JOHNSON STREET,FLATBUSH AVENUE EXTENSION,SE,11201,MetroTech,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82345,,02/12/2018,12/06/2017,3332462,3020490008,3001500,"(40.69469702, -73.98322004)",LINK-021273,New Site,10/02/2017,
12/14/2017,bk-02-GF33278,40.68595,-73.98254,Brooklyn,C2-4,33,302,472 ATLANTIC AVENUE,NEVINS STREET,3 AVENUE,SE,11217,Atlantic Avenue,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82352,,02/12/2018,12/06/2017,3424212,3001850004,3003900,"(40.68594957, -73.98254254)",LINK-021214,New Site,10/02/2017,
12/01/2017,qu-01-GF44330,40.77000,-73.91754,Queens,C4-3,22,401,31-98 ASTORIA BOULEVARD SOUTH,32 STREET,31 STREET,NE,11103,,No,0,Steinway,82432,,01/30/2018,11/29/2017,4008705,4006200073,4012500,"(40.769996, -73.917545)",LINK-021088,New Site,10/03/2017,
12/14/2017,bk-02-GF33246,40.68984,-73.98025,Brooklyn,C6-4,35,302,80 DEKALB AVENUE,HUDSON AVENUE,ROCKWELL PLACE,SE,11201,MetroTech,Yes,0,Fort Greene,82325,,02/12/2018,12/06/2017,3391840,3020940010,3003300,"(40.68983596, -73.98024957)",LINK-021182,New Site,09/25/2017,
09/21/2018,qu-07-GF44329,40.76337,-73.82957,Queens,C4-3,20,407,137-40 NORTHERN BOULEVARD,LINDEN PLACE,LEAVITT STREET,SW,11354,,No,0,Flushing,82614,,11/20/2018,09/12/2018,4112350,4049770037,4086900,"(40.76337149, -73.82956721)",LINK-021087,New Site,02/05/2018,
12/01/2017,bk-08-GF33248,40.68105,-73.96753,Brooklyn,M1-1,35,308,547 VANDERBILT AVENUE,PACIFIC STREET,ATLANTIC AVENUE,NE,11238,,No,0,Prospect Heights,82322,,01/30/2018,10/11/2017,3325227,3011220071,3020300,"(40.68105309, -73.96752808)",LINK-021184,New Site,09/15/2017,
09/21/2018,bk-02-GF33250,40.69043,-73.99435,Brooklyn,C1-3,33,302,200 CLINTON STREET,ATLANTIC AVENUE,STATE STREET,NW,11201,Atlantic Avenue,Yes,1,Brooklyn Heights-Cobble Hill,82401,,11/20/2018,09/12/2018,3002734,3002750001,3000700,"(40.69043372, -73.99435078)",LINK-021186,New Site,10/02/2017,
11/16/2017,bk-01-GF33197,40.70353,-73.94695,Brooklyn,C2-3,33,301,610 BROADWAY,WALTON STREET,MOORE STREET,SE,11206,,No,0,Bedford,82205,,01/15/2018,11/06/2017,3335406,3022517504,3050700,"(40.70353, -73.94695)",LINK-021133,New Site,08/21/2017,
01/19/2018,qu-07-GF44337,40.76029,-73.83507,Queens,C4-2,20,407,3630 COLLEGE POINT BOULEVARD,37 AVENUE,36 ROAD,NW,11354,,No,0,Flushing,82489,,03/20/2018,12/06/2017,4112219,4049630085,4087100,"(40.76028801, -73.83506646)",LINK-021095,New Site,11/08/2017,
11/16/2017,bk-04-GF33203,40.69735,-73.93575,Brooklyn,C2-3,34,304,929 BROADWAY,MELROSE STREET,JEFFERSON STREET,,11206,,No,0,Bushwick South,82207,,01/15/2018,11/06/2017,3072002,3031600008,3038900,"(40.69734504, -73.9357527)",LINK-021139,New Site,08/21/2017,
10/13/2017,bk-14-GF33252,40.63678,-73.95170,Brooklyn,C2-4,45,314,1395 FLATBUSH AVENUE,EAST 26 STREET,FARRAGUT ROAD,SW,11210,,No,0,Flatbush,82241,,12/12/2017,10/04/2017,3120879,3052280013,3078800,"(40.636785, -73.95169958)",LINK-021188,New Site,08/25/2017,
01/19/2018,qu-07-GF44336,40.75901,-73.83467,Queens,C4-2,20,407,3752 COLLEGE POINT BOULEVARD,39 AVENUE,37 AVENUE,NW,11354,,No,0,Flushing,82487,,03/20/2018,12/06/2017,4112200,4049630075,4087100,"(40.75901188, -73.83467085)",LINK-021094,New Site,11/06/2017,
10/13/2017,bk-14-GF33253,40.64146,-73.95646,Brooklyn,C2-4,45,314,1175 FLATBUSH AVENUE,VANDERVEER PLACE,DITMAS AVENUE,MIDBLOCK,11226,,No,0,Erasmus,82242,,12/12/2017,10/04/2017,3119639,3051880020,3079000,"(40.64145926, -73.95645591)",LINK-021189,New Site,08/25/2017,
11/16/2017,bk-04-GF33165,40.70042,-73.94123,Brooklyn,C4-3,34,304,769 BROADWAY,SUMNER PLACE,FLUSHING AVENUE,,11206,,No,0,Bushwick South,82202,,01/15/2018,11/06/2017,3071669,3031300001,3038900,"(40.70041567, -73.94123236)",LINK-021101,New Site,08/21/2017,
10/13/2017,bk-18-GF33209,40.62996,-73.94447,Brooklyn,C2-2,45,318,1655 FLATBUSH AVENUE,NEW YORK AVENUE,AURELIA COURT,SE,11210,,No,0,Flatlands,82236,,12/12/2017,10/04/2017,3206459,3075790010,3077600,"(40.62995844, -73.94446611)",LINK-021145,New Site,08/25/2017,
12/14/2017,bk-02-GF33376,40.69225,-73.98428,Brooklyn,C6-4,33,302,199 DUFFIELD STREET,MYRTLE AVENUE,WILLOUGHBY STREET,NE,11201,MetroTech,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82335,,02/12/2018,12/06/2017,3319505,3020590001,3001500,"(40.69225221, -73.98427837)",LINK-021312,New Site,09/25/2017,
07/20/2017,bk-01-GF33355,40.71590,-73.95303,Brooklyn,M1-2/R6A,33,301,275 NORTH 8 STREET,HAVEMEYER STREET,MEEKER AVENUE,,11211,,No,0,North Side-South Side,81952,,09/18/2017,07/20/2017,3061862,3023150033,3051900,"(40.71589993, -73.9530322)",LINK-021291,New Site,06/08/2017,
12/14/2017,bk-02-GF33377,40.69215,-73.98354,Brooklyn,C6-4,33,302,135 WILLOUGHBY STREET,ALBEE SQUARE WEST,DUFFIELD STREET,NW,11201,MetroTech,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82336,,02/12/2018,12/06/2017,3319505,3020590001,3001500,"(40.69215058, -73.98353698)",LINK-021313,New Site,09/25/2017,
12/14/2017,bk-02-GF33316,40.69346,-73.98006,Brooklyn,C2-4,35,302,180 MYRTLE AVENUE,NAVY WALK,FLEET PLACE,MIDBLOCK,11201,Myrtle Avenue Brooklyn,Yes,0,Fort Greene,82349,,02/12/2018,12/06/2017,3398227,3020610101,3003100,"(40.69345791, -73.98005561)",LINK-021252,New Site,10/02/2017,
07/20/2017,bk-01-GF33356,40.71664,-73.95443,Brooklyn,M1-2/R6A,33,301,234 NORTH 8 STREET,ROEBLING STREET,HAVEMEYER STREET,,11211,,No,0,North Side-South Side,81954,,09/18/2017,07/20/2017,3061989,3023220006,3051900,"(40.71663531, -73.95442576)",LINK-021292,New Site,06/08/2017,
12/14/2017,bk-02-GF33315,40.69349,-73.98104,Brooklyn,C2-4,35,302,176 MYRTLE AVENUE,HUDSON WALK,FLEET PLACE,SW,11201,Myrtle Avenue Brooklyn,Yes,0,Fort Greene,82348,,02/12/2018,12/06/2017,3420464,3020610110,3003100,"(40.69349099, -73.98104361)",LINK-021251,New Site,10/02/2017,
12/14/2017,bk-02-GF33379,40.69471,-73.98401,Brooklyn,C6-1A,33,302,116 DUFFIELD STREET,TECH PLACE,MYRTLE AVENUE,SW,11201,MetroTech,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82337,,02/12/2018,12/06/2017,3058187,3020470011,3001500,"(40.69471214, -73.98401373)",LINK-021315,New Site,09/25/2017,
12/05/2017,bk-06-GF33358,40.67316,-73.98939,Brooklyn,C8-2,39,306,411 3 AVENUE,3 AVENUE,4 AVENUE,SE,11215,,No,0,Park Slope-Gowanus,82191,,02/03/2018,12/01/2017,3337624,3009920007,3011900,"(40.67315942, -73.98938754)",LINK-021294,New Site,08/16/2017,
12/14/2017,bk-02-GF33317,40.69334,-73.97924,Brooklyn,C2-4,35,302,218 MYRTLE AVENUE,MYRTLE AVENUE,WILLOUGHBY STREET,SW,11201,Myrtle Avenue Brooklyn,Yes,0,Fort Greene,82356,,02/12/2018,12/06/2017,3398440,3020610101,3003100,"(40.69333576, -73.97924448)",LINK-021253,New Site,10/02/2017,
11/16/2017,bk-01-GF33320,40.70424,-73.93015,Brooklyn,M1-1,34,301,1053 FLUSHING AVENUE,VANDERVOORT PLACE,NOLL STREET,N,11237,,No,0,Bushwick North,82303,,01/15/2018,11/06/2017,3251816,3030130035,3045300,"(40.70424, -73.93015)",LINK-021256,New Site,09/07/2017,
12/14/2017,bk-02-GF33360,40.68675,-73.98001,Brooklyn,C6-4,33,302,359 SCHERMERHORN STREET,LAFAYETTE AVENUE,NEVINS STREET,NW,11217,Court-Livingston-Schermerhorn,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82425,,02/12/2018,12/06/2017,3418263,3001670013,3003700,"(40.68674526, -73.98000538)",LINK-021296,New Site,10/11/2017,
12/05/2017,bk-06-GF33359,40.67616,-73.98684,Brooklyn,M1-2,39,306,172-192 1 STREET,3 AVENUE,WHITWELL PLACE,,11215,,No,0,Park Slope-Gowanus,82192,,02/03/2018,12/01/2017,3393113,3009680001,3011900,"(40.67615958, -73.98684459)",LINK-021295,New Site,08/16/2017,
11/16/2017,bk-01-GF33361,40.70620,-73.95174,Brooklyn,C8-2,33,301,460 BROADWAY,PENN STREET,RUTLEDGE STREET,SW,11211,,No,0,Williamsburg,82220,,01/15/2018,11/06/2017,3060699,3022210023,3052900,"(40.7062026098406, -73.95174243303416)",LINK-021297,New Site,08/21/2017,
11/16/2017,bk-01-GF33232,40.70390,-73.93102,Brooklyn,M1-1,34,301,1031 FLUSHING AVENUE,MORGAN AVENUE,WILSON AVENUE,N,11237,,No,0,Bushwick North,82306,,01/15/2018,11/06/2017,3070735,3030120032,3045300,"(40.70390092, -73.93101777)",LINK-021168,New Site,09/07/2017,
12/14/2017,bk-02-GF33339,40.68985,-73.98293,Brooklyn,C6-4.5,33,302,4 BOND STREET,FULTON STREET,DEKALB AVENUE,NW,11201,Fulton Mall,Yes,0,Fort Greene,82331,,02/12/2018,12/06/2017,3000367,3001490034,3003300,"(40.68984589, -73.98293119)",LINK-021275,New Site,09/25/2017,
07/20/2017,bk-01-GF33231,40.72134,-73.95619,Brooklyn,M1-2/R6A,33,301,34 BERRY STREET,NORTH 12 STREET,NORTH 11 STREET,,11249,,No,0,North Side-South Side,81937,,09/18/2017,07/20/2017,3000000,3022890014,3055700,"(40.72133645, -73.95618762)",LINK-021167,New Site,05/24/2017,
12/01/2017,bk-08-GF33281,40.67830,-73.96852,Brooklyn,C1-4,35,308,631 VANDERBILT AVENUE,ST MARKS AVENUE,PROSPECT PLACE,SE,11238,,No,1,Prospect Heights,82289,,01/30/2018,10/11/2017,3028486,3011520011,3020500,"(40.67829848, -73.96852043)",LINK-021217,New Site,09/07/2017,
12/14/2017,bk-02-GF33340,40.68990,-73.98213,Brooklyn,C6-4.5,33,302,14 DEKALB AVENUE,FLATBUSH AVENUE,BOND AVENUE,MIDBLOCK,11201,Fulton Mall,Yes,0,Fort Greene,82332,,02/12/2018,12/06/2017,3000361,3001490026,3003300,"(40.68990178, -73.98212603)",LINK-021276,New Site,09/25/2017,
12/01/2017,bk-08-GF33290,40.67697,-73.96922,Brooklyn,C1-4,35,308,646 VANDERBILT AVENUE,PARK PLACE,PROSPECT PLACE,NW,11238,,No,0,Prospect Heights,82245,,01/30/2018,10/11/2017,3028742,3011580047,3016300,"(40.67696646, -73.9692235)",LINK-021226,New Site,08/25/2017,
12/14/2017,bk-02-GF33345,40.69571,-73.98328,Brooklyn,C6-4,35,302,280 GOLD STREET,TILLARY STREET,JOHNSON STREET,SW,11201,,No,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82355,,02/12/2018,12/06/2017,3000251,3001330017,3001500,"(40.69571267, -73.98328139)",LINK-021281,New Site,10/02/2017,
10/13/2017,bk-12-GF33235,40.63892,-73.96903,Brooklyn,C8-2,40,312,922 CORTELYOU ROAD,EAST 9 STREET,CONEY ISLAND AVENUE,SW,11218,,No,0,Kensington-Ocean Parkway,82264,,12/12/2017,10/04/2017,3126899,3053930007,3049200,"(40.63892264, -73.96903112)",LINK-021171,New Site,08/30/2017,
07/20/2017,bk-01-GF33342,40.72083,-73.96097,Brooklyn,M1-2/R6A,33,301,49 NORTH 8 STREET,KENT AVENUE,WYTHE AVENUE,,11249,,No,0,North Side-South Side,81962,,09/18/2017,07/20/2017,3392233,3023097501,3055700,"(40.72083262, -73.96096999)",LINK-021278,New Site,06/08/2017,
12/05/2017,bk-06-GF33347,40.67495,-73.98784,Brooklyn,C8-2,39,306,232 3 STREET,3 AVENUE,4 AVENUE,SE,11215,,No,0,Park Slope-Gowanus,82190,,02/03/2018,12/01/2017,3337594,3009800008,3011900,"(40.67494681, -73.98783775)",LINK-021283,New Site,08/16/2017,
12/14/2017,bk-02-GF33238,40.69377,-73.99261,Brooklyn,C5-2A,33,302,75 CLINTON STREET,REMSEN STREET,MONTAGUE STREET,NE,11201,Montague Street,Yes,0,Brooklyn Heights-Cobble Hill,82342,,02/12/2018,12/06/2017,3002103,3002507501,3000900,"(40.69377414, -73.99260512)",LINK-021174,New Site,10/02/2017,
07/20/2017,bk-01-GF33300,40.71330,-73.95816,Brooklyn,C2-4,34,301,267 GRAND STREET,ROEBLING STREET,HAVEMEYER STREET,,11211,,No,0,North Side-South Side,81979,,09/18/2017,07/20/2017,3062690,3023830039,3051900,"(40.71330045, -73.95815968)",LINK-021236,New Site,06/08/2017,
12/14/2017,bk-02-GF33244,40.69490,-73.98699,Brooklyn,C6-4,33,302,80 TECH PLACE,JAY STREET,LAWRENCE STREET,SE,11201,MetroTech,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82328,,02/12/2018,12/06/2017,3331745,3001420050,3001100,"(40.69490376, -73.98698984)",LINK-021180,New Site,09/25/2017,
12/14/2017,bk-02-GF33243,40.69220,-73.98763,Brooklyn,C6-4.5,33,302,34 WILLOUGHBY STREET,JAY STREET,PEARL STREET,SW,11201,Fulton Mall,Yes,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,82329,,02/12/2018,12/06/2017,3000375,3001500019,3001100,"(40.69219583, -73.98762662)",LINK-021179,New Site,09/25/2017,
09/21/2018,qu-07-GF44244,40.76227,-73.80409,Queens,C1-2,20,407,161-24 NORTHERN BOULEVARD,CROCHERON AVENUE,162 STREET,MIDBLOCK,11358,,No,0,Murray Hill,82609,,11/20/2018,09/12/2018,4120453,4053350073,4117100,"(40.76226923, -73.80408991)",LINK-021002,New Site,02/05/2018,
12/01/2017,qu-01-GF44295,40.75405,-73.93520,Queens,M1-2/R5D,26,401,27-19 39 AVENUE,39 AVENUE,38 AVENUE,NW,11101,,No,0,Queensbridge-Ravenswood-Long Island City,82143,,01/30/2018,11/29/2017,4004690,4003860029,4003100,"(40.75405384, -73.93519779)",LINK-021053,New Site,08/10/2017,
01/19/2018,qu-03-GF44257,40.75788,-73.85812,Queens,C2-4,21,403,111-12 NORTHERN BOULEVARD,111 STREET,112 STREET,MIDBLOCK,11368,,No,0,North Corona,82442,,03/20/2018,12/06/2017,4042861,4017260005,4038100,"(40.75787918, -73.85812129)",LINK-021015,New Site,10/19/2017,
09/21/2018,qu-07-GF44184,40.76414,-73.82596,Queens,C1-2,20,407,36-0 BROWNE STREET,NORTHERN BOULEVARD,37 AVENUE,SW,11354,,No,0,Flushing,82633,,11/20/2018,09/12/2018,4113292,4050020001,4086500,"(40.764137939670746, -73.82595871232104)",LINK-020942,New Site,03/12/2018,
07/21/2017,qu-01-GF44228,40.75995,-73.91403,Queens,C1-2,22,401,43-19 31 AVENUE,44 STREET,43 STREET,NW,11103,,No,0,Astoria,82030,,09/19/2017,07/21/2017,4011959,4006970002,4014900,"(40.75995239, -73.91403229)",LINK-020986,New Site,07/05/2017,
07/19/2017,qu-03-GF44276,40.75496,-73.89016,Queens,C8-1,25,403,76-02 NORTHERN BOULEVARD,77 STREET,76 STREET,,11372,,No,0,Jackson Heights,81992,,09/17/2017,07/19/2017,4028766,4012490001,4028700,"(40.75495759, -73.89016359)",LINK-021034,New Site,06/21/2017,
12/01/2017,qu-01-GF44230,40.77543,-73.91450,Queens,C1-3,22,401,28-02 23 AVENUE,28 STREET,29 STREET,SE,11105,,No,0,Steinway,82459,,01/30/2018,11/29/2017,4017543,4008430035,4011500,"(40.775434, -73.914498)",LINK-020988,New Site,10/23/2017,
12/01/2017,qu-01-GF44233,40.77649,-73.91577,Queens,C1-3,22,401,26-01 23 AVENUE,26 STREET,27 STREET,NE,11105,,No,0,Steinway,82461,,01/30/2018,11/29/2017,4018219,4008560102,4010100,"(40.77649223, -73.91577131)",LINK-020991,New Site,10/23/2017,
08/11/2017,qu-02-GF44237,40.74606,-73.95289,Queens,C1-5,26,402,46-29 VERNON BOULEVARD,46 ROAD,47 AVENUE,SE,11101,,No,0,Hunters Point-Sunnyside-West Maspeth,82042,,10/10/2017,08/10/2017,4000375,4000470048,4000700,"(40.74606, -73.952887)",LINK-020995,New Site,07/12/2017,
09/21/2018,qu-07-GF44194,40.76373,-73.80837,Queens,C1-2,20,407,40-04 157 STREET,NORTHERN BOULEVARD,DEPOT ROAD,SW,11354,,No,0,Murray Hill,82615,,11/20/2018,09/12/2018,4119330,4052750031,4117100,"(40.76373479, -73.80837022)",LINK-020952,New Site,02/05/2018,
09/21/2018,qu-07-GF44193,40.76444,-73.81054,Queens,C2-2,20,407,154-10 NORTHERN BOULEVARD,154 STREET,155 STREET,SW,11354,,No,0,Murray Hill,82604,,11/20/2018,09/12/2018,4119238,4052680028,4117100,"(40.76444109473339, -73.81053669618632)",LINK-020951,New Site,02/05/2018,
11/03/2017,qu-02-GF44196,40.74438,-73.91442,Queens,C1-4,26,402,50-15 ROOSEVELT AVENUE,50 STREET,51 STREET,SW,11377,,No,0,Hunters Point-Sunnyside-West Maspeth,82451,,01/02/2018,11/09/2017,4001288,4001380024,4025302,"(40.74437992413807, -73.91441854312274)",LINK-020954,New Site,10/11/2017,
10/02/2017,qu-01-GF44286,40.75216,-73.93565,Queens,M1-2/R5D,26,401,40-03 29 STREET,40 AVENUE,40 ROAD,SE,11101,,No,0,Queensbridge-Ravenswood-Long Island City,82140,,12/01/2017,09/20/2017,4000000,4004020025,4003100,"(40.7521616, -73.93564666)",LINK-021044,New Site,08/10/2017,
01/19/2018,qu-03-GF44243,40.75780,-73.86446,Queens,C2-4,21,403,104-1 NORTHERN BOULEVARD,104 STREET,105 STREET,NE,11369,,No,0,East Elmhurst,82440,,03/20/2018,12/06/2017,4042095,4016990043,4036500,"(40.75779522, -73.86445957)",LINK-021001,New Site,10/19/2017,
09/15/2017,qu-03-GF44314,40.75500,-73.89175,Queens,C8-1,25,403,74-15 NORTHERN BOULEVARD,75 STREET,76 STREET,NE,11370,,No,0,Jackson Heights,82181,,11/14/2017,09/13/2017,4026557,4011700038,4030903,"(40.75499832, -73.89174849)",LINK-021072,New Site,08/16/2017,
10/13/2017,bk-14-GF33176,40.63985,-73.96695,Brooklyn,C2-4,40,314,367 WESTMINSTER ROAD,CORTELYOU ROAD,DORCHESTER ROAD,SE,11218,,No,0,Flatbush,82260,,12/12/2017,10/04/2017,3118636,3051550001,3052600,"(40.639846, -73.96695274)",LINK-021112,New Site,08/30/2017,
10/13/2017,bk-14-GF33174,40.64123,-73.96459,Brooklyn,C2-4,40,314,1415 CORTELYOU ROAD,MARLBOROUGH ROAD,RUGBY ROAD,NW,11226,,No,0,Flatbush,82233,,12/12/2017,10/04/2017,3118399,3051450070,3152200,"(40.64122622, -73.96458565)",LINK-021110,New Site,08/25/2017,
01/19/2018,qu-07-GF44316,40.75727,-73.83412,Queens,C4-2,20,407,4022 COLLEGE POINT BOULEVARD,40 ROAD,ROOSEVELT AVENUE,NW,11354,,No,0,Flushing,82486,,03/20/2018,12/06/2017,4539469,4050667501,4087100,"(40.75726607, -73.83412218)",LINK-021074,New Site,11/06/2017,
07/19/2017,qu-03-GF44315,40.75486,-73.89106,Queens,C8-1,25,403,75-20 NORTHERN BOULEVARD,76 STREET,75 STREET,,11372,,No,0,Jackson Heights,81995,,09/17/2017,07/19/2017,4544982,4012480005,4028900,"(40.754857, -73.891065)",LINK-021073,New Site,06/21/2017,
08/11/2017,qu-02-GF44317,40.74426,-73.95117,Queens,M1-4/R7A,26,402,47-28 11 STREET,47 ROAD,48 AVENUE,SW,11101,,No,0,Hunters Point-Sunnyside-West Maspeth,82044,,10/10/2017,08/10/2017,4607791,4000457502,4000700,"(40.744259, -73.951174)",LINK-021075,New Site,07/12/2017,
