Census Tract,FIPS Code,Formatted FIPS,% of households w/o broadband
"36081063200, NY",36081063200,36081063200,32.85
"36047090800, NY",36047090800,36047090800,39.11
"36047029200, NY",36047029200,36047029200,24.53
"36081074700, NY",36081074700,36081074700,30.23
"36005042500, NY",36005042500,36005042500,43.18
"36005012300, NY",36005012300,36005012300,41.73
"36047001300, NY",36047001300,36047001300,18.38
"36047005400, NY",36047005400,36047005400,24.52
"36047000200, NY",36047000200,36047000200,48.81
"36081079702, NY",36081079702,36081079702,50.46
"36005046000, NY",36005046000,36005046000,43.16
"36047003100, NY",36047003100,36047003100,19.27
"36061015900, NY",36061015900,36061015900,8.37
"36081020400, NY",36081020400,36081020400,38.41
"36081079900, NY",36081079900,36081079900,51.59
"36081077906, NY",36081077906,36081077906,19.67
"36005020100, NY",36005020100,36005020100,40.43
"36047046800, NY",36047046800,36047046800,53.03
"36047016800, NY",36047016800,36047016800,16.88
"36081010300, NY",36081010300,36081010300,23.34
"36047055700, NY",36047055700,36047055700,23.07
"36061013200, NY",36061013200,36061013200,12.16
"36047007500, NY",36047007500,36047007500,17.26
"36081059200, NY",36081059200,36081059200,25
"36081077300, NY",36081077300,36081077300,16.79
"36081009900, NY",36081009900,36081009900,N/A
"36047094600, NY",36047094600,36047094600,21.81
"36047101800, NY",36047101800,36047101800,23.66
"36081038100, NY",36081038100,36081038100,35.58
"36081112300, NY",36081112300,36081112300,13.61
"36047093200, NY",36047093200,36047093200,32.03
"36005024800, NY",36005024800,36005024800,33.8
"36061002900, NY",36061002900,36061002900,55.9
"36081044302, NY",36081044302,36081044302,37.91
"36081015802, NY",36081015802,36081015802,36.11
"36061008603, NY",36061008603,36061008603,12.64
"36005020501, NY",36005020501,36005020501,42.75
"36081077905, NY",36081077905,36081077905,19.33
"36081051100, NY",36081051100,36081051100,23.18
"36047072600, NY",36047072600,36047072600,12.08
"36081049302, NY",36081049302,36081049302,20.65
"36047051900, NY",36047051900,36047051900,14.99
"36081008500, NY",36081008500,36081008500,22.47
"36005034500, NY",36005034500,36005034500,32.6
"36081049600, NY",36081049600,36081049600,25.54
"36081094700, NY",36081094700,36081094700,34.58
"36081008700, NY",36081008700,36081008700,47.07
"36081024500, NY",36081024500,36081024500,17.21
"36005041800, NY",36005041800,36005041800,43.46
"36081024000, NY",36081024000,36081024000,35.44
"36005032400, NY",36005032400,36005032400,28.98
"36047019300, NY",36047019300,36047019300,32.42
"36081077903, NY",36081077903,36081077903,27.4
"36047013400, NY",36047013400,36047013400,25.17
"36005036000, NY",36005036000,36005036000,31.94
"36081065703, NY",36081065703,36081065703,23.66
"36005028500, NY",36005028500,36005028500,28.26
"36047016600, NY",36047016600,36047016600,25.19
"36047015200, NY",36047015200,36047015200,13.59
"36005027900, NY",36005027900,36005027900,27.49
"36061018900, NY",36061018900,36061018900,38.81
"36047030700, NY",36047030700,36047030700,59.3
"36005007100, NY",36005007100,36005007100,30.75
"36081062100, NY",36081062100,36081062100,24.63
"36005004400, NY",36005004400,36005004400,39.36
"36081068700, NY",36081068700,36081068700,24.86
"36005006500, NY",36005006500,36005006500,43.84
"36081061200, NY",36081061200,36081061200,14.68
"36047055500, NY",36047055500,36047055500,8.54
"36047027100, NY",36047027100,36047027100,39.91
"36047057000, NY",36047057000,36047057000,23.22
"36081004401, NY",36081004401,36081004401,23.67
"36061002000, NY",36061002000,36061002000,63.77
"36081029100, NY",36081029100,36081029100,28.93
"36081079000, NY",36081079000,36081079000,43.46
"36081023500, NY",36081023500,36081023500,29.66
"36081053401, NY",36081053401,36081053401,21.18
"36047036300, NY",36047036300,36047036300,37.17
"36047051300, NY",36047051300,36047051300,16.81
"36081061400, NY",36081061400,36081061400,26.19
"36047016000, NY",36047016000,36047016000,20.62
"36081061900, NY",36081061900,36081061900,37.15
"36047072200, NY",36047072200,36047072200,28.5
"36047017400, NY",36047017400,36047017400,21.03
"36081018200, NY",36081018200,36081018200,47.54
"36047029400, NY",36047029400,36047029400,29.35
"36081026400, NY",36081026400,36081026400,46.63
"36081063900, NY",36081063900,36081063900,38.26
"36047030300, NY",36047030300,36047030300,44.06
"36061010601, NY",36061010601,36061010601,17.1
"36081066701, NY",36081066701,36081066701,27.65
"36081067900, NY",36081067900,36081067900,25.65
"36081145101, NY",36081145101,36081145101,11.58
"36081116300, NY",36081116300,36081116300,45
"36081059300, NY",36081059300,36081059300,25.12
"36047097400, NY",36047097400,36047097400,21.05
"36081113300, NY",36081113300,36081113300,18.66
"36081051700, NY",36081051700,36081051700,24.1
"36047056500, NY",36047056500,36047056500,24.63
"36047092400, NY",36047092400,36047092400,38.35
"36047006500, NY",36047006500,36047006500,14.82
"36081046200, NY",36081046200,36081046200,36.89
"36047015900, NY",36047015900,36047015900,15.04
"36047038600, NY",36047038600,36047038600,29.07
"36005042100, NY",36005042100,36005042100,24.83
"36047019100, NY",36047019100,36047019100,17.99
"36085002700, NY",36085002700,36085002700,44.28
"36047089000, NY",36047089000,36047089000,38.88
"36085007700, NY",36085007700,36085007700,40.73
"36047014900, NY",36047014900,36047014900,15.16
"36047090000, NY",36047090000,36047090000,45.04
"36081068300, NY",36081068300,36081068300,16.95
"36081037300, NY",36081037300,36081037300,31.98
"36081045800, NY",36081045800,36081045800,25.43
"36047008500, NY",36047008500,36047008500,53.08
"36005006100, NY",36005006100,36005006100,43.99
"36081018700, NY",36081018700,36081018700,33.37
"36047057200, NY",36047057200,36047057200,48.42
"36061002100, NY",36061002100,36061002100,10.5
"36005016100, NY",36005016100,36005016100,45.18
"36081061800, NY",36081061800,36081061800,41.03
"36005029700, NY",36005029700,36005029700,26.84
"36047095000, NY",36047095000,36047095000,21.05
"36061002500, NY",36061002500,36061002500,59
"36005045800, NY",36005045800,36005045800,38.45
"36047016200, NY",36047016200,36047016200,20.75
"36081070300, NY",36081070300,36081070300,29.18
"36047022700, NY",36047022700,36047022700,26.66
"36081140901, NY",36081140901,36081140901,9.9
"36005044200, NY",36005044200,36005044200,43.17
"36005037504, NY",36005037504,36005037504,41.31
"36005024000, NY",36005024000,36005024000,27.94
"36005019300, NY",36005019300,36005019300,59.76
"36047038100, NY",36047038100,36047038100,42.14
"36081046600, NY",36081046600,36081046600,26.52
"36005028300, NY",36005028300,36005028300,44.78
"36047028200, NY",36047028200,36047028200,20.27
"36081055700, NY",36081055700,36081055700,24.96
"36061012400, NY",36061012400,36061012400,14.17
"36081025100, NY",36081025100,36081025100,16.91
"36081046400, NY",36081046400,36081046400,22.53
"36081061000, NY",36081061000,36081061000,33.65
"36047095600, NY",36047095600,36047095600,16.98
"36047008400, NY",36047008400,36047008400,39.23
"36047061200, NY",36047061200,36047061200,26.99
"36061019701, NY",36061019701,36061019701,16.88
"36047095400, NY",36047095400,36047095400,20.91
"36047028600, NY",36047028600,36047028600,39.14
"36047092000, NY",36047092000,36047092000,35.86
"36081043200, NY",36081043200,36081043200,37.19
"36047064200, NY",36047064200,36047064200,24.94
"36005029500, NY",36005029500,36005029500,24
"36005015300, NY",36005015300,36005015300,47.07
"36047095800, NY",36047095800,36047095800,30.1
"36005022000, NY",36005022000,36005022000,52.68
"36005013100, NY",36005013100,36005013100,39.26
"36081021200, NY",36081021200,36081021200,37.79
"36047038200, NY",36047038200,36047038200,39.27
"36047050400, NY",36047050400,36047050400,16.02
"36047032800, NY",36047032800,36047032800,35.35
"36047055100, NY",36047055100,36047055100,23.22
"36047036600, NY",36047036600,36047036600,34.45
"36081068200, NY",36081068200,36081068200,35.57
"36085000900, NY",36085000900,36085000900,33.28
"36047066200, NY",36047066200,36047066200,30.08
"36081048000, NY",36081048000,36081048000,25.79
"36081053000, NY",36081053000,36081053000,31.55
"36081016900, NY",36081016900,36081016900,24.62
"36081046800, NY",36081046800,36081046800,33.3
"36081047000, NY",36081047000,36081047000,34.17
"36081045400, NY",36081045400,36081045400,24.83
"36081067100, NY",36081067100,36081067100,18.9
"36047034200, NY",36047034200,36047034200,50.87
"36005007500, NY",36005007500,36005007500,35.19
"36047049300, NY",36047049300,36047049300,36.48
"36081036800, NY",36081036800,36081036800,31.43
"36081001200, NY",36081001200,36081001200,21.18
"36081055600, NY",36081055600,36081055600,13.65
"36047042200, NY",36047042200,36047042200,27.38
"36047036900, NY",36047036900,36047036900,40.73
"36081133900, NY",36081133900,36081133900,16.05
"36081048200, NY",36081048200,36081048200,33.25
"36005004300, NY",36005004300,36005004300,42.31
"36061019800, NY",36061019800,36061019800,29.99
"36061013700, NY",36061013700,36061013700,13.56
"36047012600, NY",36047012600,36047012600,22.35
"36047023200, NY",36047023200,36047023200,71.11
"36047045000, NY",36047045000,36047045000,31.17
"36047119200, NY",36047119200,36047119200,39.7
"36081048300, NY",36081048300,36081048300,16.93
"36081054800, NY",36081054800,36081054800,27.24
"36081051500, NY",36081051500,36081051500,23.65
"36081073900, NY",36081073900,36081073900,15.04
"36081077500, NY",36081077500,36081077500,22.45
"36081000400, NY",36081000400,36081000400,27.91
"36047037401, NY",36047037401,36047037401,27.37
"36005040600, NY",36005040600,36005040600,42.71
"36005039600, NY",36005039600,36005039600,41.65
"36081044601, NY",36081044601,36081044601,54.63
"36005036300, NY",36005036300,36005036300,40.21
"36081005700, NY",36081005700,36081005700,22.31
"36047061004, NY",36047061004,36047061004,46.55
"36047000100, NY",36047000100,36047000100,21.47
"36081010000, NY",36081010000,36081010000,14.08
"36081014000, NY",36081014000,36081014000,25.78
"36081019600, NY",36081019600,36081019600,36.11
"36061001800, NY",36061001800,36061001800,38.04
"36081002800, NY",36081002800,36081002800,25.76
"36081026100, NY",36081026100,36081026100,27.66
"36005022200, NY",36005022200,36005022200,32.6
"36081014400, NY",36081014400,36081014400,32.97
"36081059400, NY",36081059400,36081059400,22.68
"36047079400, NY",36047079400,36047079400,37.2
"36081070700, NY",36081070700,36081070700,21.15
"36081046000, NY",36081046000,36081046000,41.01
"36081004500, NY",36081004500,36081004500,24.62
"36047047800, NY",36047047800,36047047800,64.07
"36005019500, NY",36005019500,36005019500,44.56
"36081055400, NY",36081055400,36081055400,31.08
"36081017000, NY",36081017000,36081017000,22.63
"36047029800, NY",36047029800,36047029800,28.51
"36081050800, NY",36081050800,36081050800,40.97
"36047047700, NY",36047047700,36047047700,16.47
"36081025500, NY",36081025500,36081025500,32.38
"36081070900, NY",36081070900,36081070900,15.14
"36047011800, NY",36047011800,36047011800,28.6
"36047059200, NY",36047059200,36047059200,24.17
"36081016300, NY",36081016300,36081016300,45.77
"36047044800, NY",36047044800,36047044800,33.04
"36081040200, NY",36081040200,36081040200,32.1
"36047014500, NY",36047014500,36047014500,16.95
"36081119100, NY",36081119100,36081119100,29.5
"36081018900, NY",36081018900,36081018900,19.17
"36005007600, NY",36005007600,36005007600,40.4
"36061003200, NY",36061003200,36061003200,45.61
"36047014300, NY",36047014300,36047014300,16.42
"36005003900, NY",36005003900,36005003900,41.64
"36047017600, NY",36047017600,36047017600,18.56
"36005040400, NY",36005040400,36005040400,42.42
"36005038000, NY",36005038000,36005038000,35.17
"36047079200, NY",36047079200,36047079200,37.8
"36081050400, NY",36081050400,36081050400,39.93
"36081069500, NY",36081069500,36081069500,20.25
"36005043100, NY",36005043100,36005043100,40.78
"36047013600, NY",36047013600,36047013600,17.98
"36081062000, NY",36081062000,36081062000,41.39
"36047091600, NY",36047091600,36047091600,43.56
"36081060600, NY",36081060600,36081060600,19.49
"36047000301, NY",36047000301,36047000301,13.67
"36081071702, NY",36081071702,36081071702,25.35
"36005008300, NY",36005008300,36005008300,28.36
"36081056000, NY",36081056000,36081056000,28.57
"36081018300, NY",36081018300,36081018300,23.63
"36005027300, NY",36005027300,36005027300,31.49
"36005008700, NY",36005008700,36005008700,32.23
"36081000600, NY",36081000600,36081000600,16.84
"36081045200, NY",36081045200,36081045200,13.64
"36047082400, NY",36047082400,36047082400,29.88
"36081003400, NY",36081003400,36081003400,22.17
"36081010200, NY",36081010200,36081010200,19.87
"36081027300, NY",36081027300,36081027300,29.53
"36047029600, NY",36047029600,36047029600,26.58
"36081077907, NY",36081077907,36081077907,24.31
"36005007200, NY",36005007200,36005007200,39.11
"36081011700, NY",36081011700,36081011700,23.15
"36061024500, NY",36061024500,36061024500,39.2
"36081001400, NY",36081001400,36081001400,20.23
"36005006700, NY",36005006700,36005006700,56.93
"36047049100, NY",36047049100,36047049100,32.72
"36061018000, NY",36061018000,36061018000,38.28
"36081006300, NY",36081006300,36081006300,18.24
"36047117400, NY",36047117400,36047117400,15.01
"36081018402, NY",36081018402,36081018402,40.12
"36047019000, NY",36047019000,36047019000,26.1
"36081040100, NY",36081040100,36081040100,40.73
"36081025800, NY",36081025800,36081025800,30.2
"36047091000, NY",36047091000,36047091000,63.07
"36047072800, NY",36047072800,36047072800,30.64
"36081006900, NY",36081006900,36081006900,21.37
"36081119300, NY",36081119300,36081119300,21.26
"36081060800, NY",36081060800,36081060800,30.11
"36081016800, NY",36081016800,36081016800,21.33
"36005031400, NY",36005031400,36005031400,26.93
"36081073700, NY",36081073700,36081073700,21.79
"36081026700, NY",36081026700,36081026700,33.52
"36047030200, NY",36047030200,36047030200,28.59
"36005015100, NY",36005015100,36005015100,33.41
"36047040300, NY",36047040300,36047040300,39.85
"36081015600, NY",36081015600,36081015600,20.81
"36047091800, NY",36047091800,36047091800,27.87
"36005016700, NY",36005016700,36005016700,38.4
"36047016900, NY",36047016900,36047016900,18.65
"36005025100, NY",36005025100,36005025100,38.7
"36047048400, NY",36047048400,36047048400,37.4
"36047017000, NY",36047017000,36047017000,26.36
"36081014201, NY",36081014201,36081014201,26.81
"36061001600, NY",36061001600,36061001600,41.12
"36005045102, NY",36005045102,36005045102,37.07
"36047017100, NY",36047017100,36047017100,13.87
"36081019800, NY",36081019800,36081019800,32.46
"36047083600, NY",36047083600,36047083600,37.72
"36047067000, NY",36047067000,36047067000,30.7
"36061004900, NY",36061004900,36061004900,13.85
"36005043000, NY",36005043000,36005043000,27.5
"36005039100, NY",36005039100,36005039100,41.48
"36005033000, NY",36005033000,36005033000,33.54
"36047047600, NY",36047047600,36047047600,65.5
"36081059800, NY",36081059800,36081059800,35.21
"36081009600, NY",36081009600,36081009600,30.33
"36081050600, NY",36081050600,36081050600,44.96
"36081012200, NY",36081012200,36081012200,33.55
"36081044800, NY",36081044800,36081044800,25.21
"36047017200, NY",36047017200,36047017200,22.46
"36005007000, NY",36005007000,36005007000,29.39
"36005032800, NY",36005032800,36005032800,46.32
"36061003100, NY",36061003100,36061003100,17.14
"36047029700, NY",36047029700,36047029700,32.84
"36081043400, NY",36081043400,36081043400,36.97
"36047118400, NY",36047118400,36047118400,27.65
"36061016500, NY",36061016500,36061016500,20.84
"36047075800, NY",36047075800,36047075800,31.4
"36047049800, NY",36047049800,36047049800,22.01
"36005031200, NY",36005031200,36005031200,25.9
"36081071701, NY",36081071701,36081071701,32.71
"36005036400, NY",36005036400,36005036400,42.39
"36005039800, NY",36005039800,36005039800,30.5
"36047088200, NY",36047088200,36047088200,31.47
"36047006400, NY",36047006400,36047006400,26.45
"36081118900, NY",36081118900,36081118900,26.22
"36047049600, NY",36047049600,36047049600,26.29
"36081120500, NY",36081120500,36081120500,53.71
"36061003800, NY",36061003800,36061003800,33.23
"36061016800, NY",36061016800,36061016800,38.12
"36047011700, NY",36047011700,36047011700,22.75
"36047039800, NY",36047039800,36047039800,31.7
"36081009700, NY",36081009700,36081009700,10.39
"36081052500, NY",36081052500,36081052500,23.56
"36081059100, NY",36081059100,36081059100,28.3
"36081016600, NY",36081016600,36081016600,26.29
"36081013700, NY",36081013700,36081013700,20.92
"36047068200, NY",36047068200,36047068200,27.75
"36081077908, NY",36081077908,36081077908,21.84
"36047083000, NY",36047083000,36047083000,19.79
"36047070000, NY",36047070000,36047070000,37.95
"36081126500, NY",36081126500,36081126500,31.37
"36081039800, NY",36081039800,36081039800,29.64
"36061006500, NY",36061006500,36061006500,25.17
"36047014200, NY",36047014200,36047014200,31.13
"36047044000, NY",36047044000,36047044000,31.44
"36047051800, NY",36047051800,36047051800,29.85
"36005026500, NY",36005026500,36005026500,41.98
"36047074600, NY",36047074600,36047074600,20.12
"36005005400, NY",36005005400,36005005400,42.5
"36081040700, NY",36081040700,36081040700,41.99
"36081040300, NY",36081040300,36081040300,27.82
"36081004200, NY",36081004200,36081004200,21
"36081016400, NY",36081016400,36081016400,18.3
"36047043900, NY",36047043900,36047043900,55.26
"36047088800, NY",36047088800,36047088800,30.13
"36047026100, NY",36047026100,36047026100,37.52
"36005028900, NY",36005028900,36005028900,30.95
"36081018401, NY",36081018401,36081018401,33.54
"36005037100, NY",36005037100,36005037100,49.29
"36081019200, NY",36081019200,36081019200,27.4
"36081026300, NY",36081026300,36081026300,13.78
"36047064400, NY",36047064400,36047064400,9.94
"36081062500, NY",36081062500,36081062500,19.38
"36047082600, NY",36047082600,36047082600,38.11
"36005007900, NY",36005007900,36005007900,36.56
"36047059800, NY",36047059800,36047059800,23.43
"36081049700, NY",36081049700,36081049700,16
"36081010500, NY",36081010500,36081010500,26.18
"36047050000, NY",36047050000,36047050000,19.58
"36047113200, NY",36047113200,36047113200,27.99
"36047033700, NY",36047033700,36047033700,21.51
"36081075701, NY",36081075701,36081075701,25.91
"36061009200, NY",36061009200,36061009200,11.09
"36047038800, NY",36047038800,36047038800,22.61
"36047040200, NY",36047040200,36047040200,31.01
"36081005300, NY",36081005300,36081005300,23.05
"36081037900, NY",36081037900,36081037900,38.17
"36081028700, NY",36081028700,36081028700,21.14
"36081002500, NY",36081002500,36081002500,45.83
"36081052400, NY",36081052400,36081052400,44.76
"36081040000, NY",36081040000,36081040000,37.9
"36081036700, NY",36081036700,36081036700,23.5
"36047046000, NY",36047046000,36047046000,22.52
"36047090600, NY",36047090600,36047090600,49.69
"36081007100, NY",36081007100,36081007100,16.21
"36047035000, NY",36047035000,36047035000,38.14
"36081118100, NY",36081118100,36081118100,21.24
"36081085300, NY",36081085300,36081085300,37.46
"36081006100, NY",36081006100,36081006100,20.64
"36047048200, NY",36047048200,36047048200,38.01
"36061022400, NY",36061022400,36061022400,45.28
"36047054900, NY",36047054900,36047054900,23.93
"36081012400, NY",36081012400,36081012400,23.12
"36061010602, NY",36061010602,36061010602,19.36
"36047028000, NY",36047028000,36047028000,29.52
"36081059600, NY",36081059600,36081059600,27.79
"36081024900, NY",36081024900,36081024900,21.19
"36047030000, NY",36047030000,36047030000,24.16
"36047030100, NY",36047030100,36047030100,48.6
"36081056600, NY",36081056600,36081056600,17.51
"36081065900, NY",36081065900,36081065900,21.66
"36047093000, NY",36047093000,36047093000,31.63
"36047022000, NY",36047022000,36047022000,72.51
"36047053300, NY",36047053300,36047053300,87.42
"36047113000, NY",36047113000,36047113000,31.31
"36005006200, NY",36005006200,36005006200,50.68
"36081051300, NY",36081051300,36081051300,24.38
"36081074300, NY",36081074300,36081074300,24.3
"36061027100, NY",36061027100,36061027100,23.39
"36081072900, NY",36081072900,36081072900,19.21
"36005021001, NY",36005021001,36005021001,30.19
"36005037900, NY",36005037900,36005037900,42.31
"36047030600, NY",36047030600,36047030600,30.19
"36081055800, NY",36081055800,36081055800,10.96
"36047005800, NY",36047005800,36047005800,33.97
"36005028600, NY",36005028600,36005028600,27.66
"36081078800, NY",36081078800,36081078800,29.09
"36047055600, NY",36047055600,36047055600,22.88
"36005035000, NY",36005035000,36005035000,38.69
"36047012000, NY",36047012000,36047012000,29.1
"36081017200, NY",36081017200,36081017200,21.12
"36081013200, NY",36081013200,36081013200,22.62
"36081009100, NY",36081009100,36081009100,23.55
"36047021100, NY",36047021100,36047021100,24.49
"36047049000, NY",36047049000,36047049000,18.13
"36081017400, NY",36081017400,36081017400,24.39
"36005038500, NY",36005038500,36005038500,45.79
"36047072400, NY",36047072400,36047072400,25.74
"36081017600, NY",36081017600,36081017600,21.44
"36081008300, NY",36081008300,36081008300,28.06
"36061004100, NY",36061004100,36061004100,36.52
"36005025200, NY",36005025200,36005025200,38.19
"36047039400, NY",36047039400,36047039400,38.12
"36047040000, NY",36047040000,36047040000,27.47
"36061026500, NY",36061026500,36061026500,24.32
"36081063000, NY",36081063000,36081063000,37.45
"36047024200, NY",36047024200,36047024200,55.79
"36047012200, NY",36047012200,36047012200,36.89
"36081053601, NY",36081053601,36081053601,23.02
"36047059100, NY",36047059100,36047059100,22.45
"36047052700, NY",36047052700,36047052700,45.8
"36081052100, NY",36081052100,36081052100,18.32
"36081013000, NY",36081013000,36081013000,17.81
"36081005900, NY",36081005900,36081005900,21.25
"36081017800, NY",36081017800,36081017800,23.53
"36047021200, NY",36047021200,36047021200,29.92
"36047090200, NY",36047090200,36047090200,42.17
"36047052000, NY",36047052000,36047052000,24.35
"36047037700, NY",36047037700,36047037700,36.68
"36005025600, NY",36005025600,36005025600,33.55
"36081073100, NY",36081073100,36081073100,18.55
"36081015200, NY",36081015200,36081015200,29.9
"36081053200, NY",36081053200,36081053200,36.1
"36081000800, NY",36081000800,36081000800,16.13
"36081063500, NY",36081063500,36081063500,23.86
"36081119500, NY",36081119500,36081119500,16.71
"36047039300, NY",36047039300,36047039300,52.57
"36047080400, NY",36047080400,36047080400,36.68
"36047054400, NY",36047054400,36047054400,40.08
"36047019200, NY",36047019200,36047019200,34.57
"36081011200, NY",36081011200,36081011200,35.96
"36047099600, NY",36047099600,36047099600,11.96
"36081053800, NY",36081053800,36081053800,16.1
"36047037100, NY",36047037100,36047037100,38.4
"36061029100, NY",36061029100,36061029100,37.31
"36047008800, NY",36047008800,36047008800,24.75
"36081013400, NY",36081013400,36081013400,25.67
"36047026400, NY",36047026400,36047026400,23.42
"36047019900, NY",36047019900,36047019900,22.12
"36047067400, NY",36047067400,36047067400,18.17
"36047054200, NY",36047054200,36047054200,38.46
"36005006900, NY",36005006900,36005006900,36.01
"36005016500, NY",36005016500,36005016500,36.44
"36081056400, NY",36081056400,36081056400,27.43
"36081084500, NY",36081084500,36081084500,53.91
"36005008600, NY",36005008600,36005008600,49.32
"36047059300, NY",36047059300,36047059300,29.19
"36047038700, NY",36047038700,36047038700,48.65
"36081019000, NY",36081019000,36081019000,27.89
"36047019600, NY",36047019600,36047019600,34.82
"36005007400, NY",36005007400,36005007400,29.28
"36081115500, NY",36081115500,36081115500,34.33
"36047058400, NY",36047058400,36047058400,28.78
"36047076200, NY",36047076200,36047076200,34.82
"36081118700, NY",36081118700,36081118700,45.09
"36005037200, NY",36005037200,36005037200,29.71
"36047051700, NY",36047051700,36047051700,14.32
"36047057500, NY",36047057500,36047057500,23.63
"36081025900, NY",36081025900,36081025900,27.45
"36081026500, NY",36081026500,36081026500,22.56
"36047051500, NY",36047051500,36047051500,11.08
"36081010400, NY",36081010400,36081010400,22.12
"36081057700, NY",36081057700,36081057700,27.56
"36047016500, NY",36047016500,36047016500,12.92
"36081043702, NY",36081043702,36081043702,25.52
"36047077600, NY",36047077600,36047077600,24.11
"36047033300, NY",36047033300,36047033300,33.44
"36081067700, NY",36081067700,36081067700,14.24
"36081011500, NY",36081011500,36081011500,16.88
"36047045200, NY",36047045200,36047045200,34.45
"36005004100, NY",36005004100,36005004100,48.82
"36005033600, NY",36005033600,36005033600,44.13
"36081027000, NY",36081027000,36081027000,19.95
"36047006800, NY",36047006800,36047006800,27.44
"36047080200, NY",36047080200,36047080200,38.54
"36081051000, NY",36081051000,36081051000,34.9
"36047036700, NY",36047036700,36047036700,49.9
"36081119900, NY",36081119900,36081119900,29.35
"36081051600, NY",36081051600,36081051600,20.48
"36047073000, NY",36047073000,36047073000,23.47
"36081120300, NY",36081120300,36081120300,10.17
"36047056000, NY",36047056000,36047056000,25.59
"36005038700, NY",36005038700,36005038700,40.28
"36061012600, NY",36061012600,36061012600,13.2
"36047112800, NY",36047112800,36047112800,43.47
"36047021300, NY",36047021300,36047021300,35.4
"36047016300, NY",36047016300,36047016300,11.94
"36047035900, NY",36047035900,36047035900,48.67
"36061002800, NY",36061002800,36061002800,42.47
"36047037900, NY",36047037900,36047037900,33.04
"36061017000, NY",36061017000,36061017000,48.05
"36061023100, NY",36061023100,36061023100,30.74
"36005039300, NY",36005039300,36005039300,49.68
"36005005200, NY",36005005200,36005005200,53.58
"36081028200, NY",36081028200,36081028200,38.43
"36061010800, NY",36061010800,36061010800,11.73
"36061015700, NY",36061015700,36061015700,20.51
"36005040702, NY",36005040702,36005040702,50.79
"36047049400, NY",36047049400,36047049400,28.67
"36047056400, NY",36047056400,36047056400,20.45
"36047119400, NY",36047119400,36047119400,35.05
"36047079000, NY",36047079000,36047079000,43.39
"36081047300, NY",36081047300,36081047300,21.95
"36005039000, NY",36005039000,36005039000,37.37
"36005025000, NY",36005025000,36005025000,42.32
"36061013800, NY",36061013800,36061013800,11.12
"36061021800, NY",36061021800,36061021800,32.15
"36047044200, NY",36047044200,36047044200,33.3
"36081029500, NY",36081029500,36081029500,20.97
"36005008500, NY",36005008500,36005008500,35.36
"36047016100, NY",36047016100,36047016100,10.16
"36047088000, NY",36047088000,36047088000,35.03
"36047042300, NY",36047042300,36047042300,40.67
"36061013400, NY",36061013400,36061013400,19.21
"36005014500, NY",36005014500,36005014500,45.92
"36081052600, NY",36081052600,36081052600,48.13
"36005042300, NY",36005042300,36005042300,41.41
"36047024700, NY",36047024700,36047024700,38.45
"36061022200, NY",36061022200,36061022200,33.94
"36047002300, NY",36047002300,36047002300,48.34
"36061013900, NY",36061013900,36061013900,26.18
"36047069200, NY",36047069200,36047069200,19.36
"36081060300, NY",36081060300,36081060300,24.67
"36047005100, NY",36047005100,36047005100,14.08
"36047047000, NY",36047047000,36047047000,50.07
"36047116400, NY",36047116400,36047116400,36.1
"36081076901, NY",36081076901,36081076901,21.59
"36047035700, NY",36047035700,36047035700,49.07
"36005016200, NY",36005016200,36005016200,27.24
"36061022800, NY",36061022800,36061022800,35.7
"36047076000, NY",36047076000,36047076000,31.48
"36061023200, NY",36061023200,36061023200,38.86
"36047025700, NY",36047025700,36047025700,35.86
"36047096600, NY",36047096600,36047096600,28.57
"36061008800, NY",36061008800,36061008800,14.7
"36047025200, NY",36047025200,36047025200,25.77
"36047051400, NY",36047051400,36047051400,31.46
"36047033900, NY",36047033900,36047033900,47.96
"36047033500, NY",36047033500,36047033500,27.55
"36061016900, NY",36061016900,36061016900,10.62
"36081052800, NY",36081052800,36081052800,50
"36047054600, NY",36047054600,36047054600,25.89
"36047024100, NY",36047024100,36047024100,40.08
"36047073800, NY",36047073800,36047073800,20.12
"36047060600, NY",36047060600,36047060600,32.71
"36005022500, NY",36005022500,36005022500,31.09
"36081003600, NY",36081003600,36081003600,15.5
"36061023501, NY",36061023501,36061023501,33.02
"36047031500, NY",36047031500,36047031500,26.63
"36081004700, NY",36081004700,36081004700,29.53
"36061014000, NY",36061014000,36061014000,13.26
"36047088600, NY",36047088600,36047088600,42.13
"36061014200, NY",36061014200,36061014200,11.07
"36047089200, NY",36047089200,36047089200,43.79
"36047081600, NY",36047081600,36047081600,34.02
"36061009300, NY",36061009300,36061009300,19.28
"36061009100, NY",36061009100,36061009100,14.57
"36047055000, NY",36047055000,36047055000,33.19
"36005031800, NY",36005031800,36005031800,27.19
"36061000201, NY",36061000201,36061000201,59.39
"36061012800, NY",36061012800,36061012800,11.36
"36081011300, NY",36081011300,36081011300,15.49
"36061017300, NY",36061017300,36061017300,21.1
"36047006900, NY",36047006900,36047006900,10.79
"36047045800, NY",36047045800,36047045800,27.68
"36061007700, NY",36061007700,36061007700,14.15
"36061020300, NY",36061020300,36061020300,38.27
"36081116100, NY",36081116100,36081116100,44.58
"36061014500, NY",36061014500,36061014500,13.24
"36061027900, NY",36061027900,36061027900,31.82
"36061013000, NY",36061013000,36061013000,18.43
"36061004000, NY",36061004000,36061004000,17.36
"36047026800, NY",36047026800,36047026800,27.39
