Census Tract,FIPS Code,Formatted FIPS,% of households w/o broadband
"36081018600, NY",36081018600,36081018600,25.15
"36061012100, NY",36061012100,36061012100,24.41
"36047096200, NY",36047096200,36047096200,20.08
"36061017200, NY",36061017200,36061017200,33.47
"36061027300, NY",36061027300,36061027300,15.92
"36061009000, NY",36061009000,36061009000,17.89
"36061006300, NY",36061006300,36061006300,14.97
"36081026000, NY",36081026000,36081026000,41.5
"36005019900, NY",36005019900,36005019900,41.55
"36061006400, NY",36061006400,36061006400,11.85
"36005031600, NY",36005031600,36005031600,23.02
"36047019400, NY",36047019400,36047019400,40.85
"36081028300, NY",36081028300,36081028300,17.78
"36047073600, NY",36047073600,36047073600,23.18
"36081027500, NY",36081027500,36081027500,26.63
"36061011900, NY",36061011900,36061011900,71.16
"36005023900, NY",36005023900,36005023900,48.72
"36061016400, NY",36061016400,36061016400,35.27
"36061015400, NY",36061015400,36061015400,21.51
"36005014100, NY",36005014100,36005014100,36.55
"36061019600, NY",36061019600,36061019600,59.45
"36061007800, NY",36061007800,36061007800,13.3
"36047112400, NY",36047112400,36047112400,26.07
"36061007000, NY",36061007000,36061007000,11.38
"36047093400, NY",36047093400,36047093400,32.23
"36081027900, NY",36081027900,36081027900,31.16
"36061018200, NY",36061018200,36061018200,41.07
"36061009800, NY",36061009800,36061009800,9.24
"36061011800, NY",36061011800,36061011800,14.76
"36061018400, NY",36061018400,36061018400,41.41
"36081001800, NY",36081001800,36081001800,30.2
"36061021200, NY",36061021200,36061021200,28.3
"36081018800, NY",36081018800,36081018800,36.43
"36061011000, NY",36061011000,36061011000,14.61
"36047032700, NY",36047032700,36047032700,35.97
"36047046202, NY",36047046202,36047046202,32.19
"36081060000, NY",36081060000,36081060000,27.63
"36081027800, NY",36081027800,36081027800,60.07
"36061026900, NY",36061026900,36061026900,38.26
"36005042400, NY",36005042400,36005042400,32.96
"36047096400, NY",36047096400,36047096400,30.84
"36061011500, NY",36061011500,36061011500,12.29
"36061019300, NY",36061019300,36061019300,35.18
"36081023600, NY",36081023600,36081023600,39.9
"36047074800, NY",36047074800,36047074800,25.71
"36005025700, NY",36005025700,36005025700,36.27
"36081003800, NY",36081003800,36081003800,33.33
"36047013000, NY",36047013000,36047013000,22.97
"36061010900, NY",36061010900,36061010900,16.48
"36047057100, NY",36047057100,36047057100,32.25
"36005045101, NY",36005045101,36005045101,27.15
"36061011300, NY",36061011300,36061011300,0
"36061004800, NY",36061004800,36061004800,13.95
"36047022200, NY",36047022200,36047022200,59.09
"36061010100, NY",36061010100,36061010100,12.27
"36061005800, NY",36061005800,36061005800,14.04
"36047018000, NY",36047018000,36047018000,12.1
"36061009600, NY",36061009600,36061009600,30.1
"36047024800, NY",36047024800,36047024800,29.71
"36061019400, NY",36061019400,36061019400,51.46
"36061022000, NY",36061022000,36061022000,30.19
"36047047400, NY",36047047400,36047047400,58.19
"36005042200, NY",36005042200,36005042200,30.28
"36061011100, NY",36061011100,36061011100,15.87
"36047020100, NY",36047020100,36047020100,13.07
"36061007200, NY",36061007200,36061007200,17.01
"36047022400, NY",36047022400,36047022400,58.18
"36047052800, NY",36047052800,36047052800,35.17
"36005025500, NY",36005025500,36005025500,39.4
"36081027700, NY",36081027700,36081027700,21.56
"36047048600, NY",36047048600,36047048600,29.39
"36047025400, NY",36047025400,36047025400,34.82
"36061017700, NY",36061017700,36061017700,19.86
"36061009700, NY",36061009700,36061009700,30.7
"36047052900, NY",36047052900,36047052900,73.35
"36061006600, NY",36061006600,36061006600,23.81
"36047018800, NY",36047018800,36047018800,22.96
"36005024400, NY",36005024400,36005024400,41.1
"36081028100, NY",36081028100,36081028100,29.69
"36061013300, NY",36061013300,36061013300,20.91
"36005041300, NY",36005041300,36005041300,31.94
"36061006800, NY",36061006800,36061006800,11.67
"36047050700, NY",36047050700,36047050700,46.06
"36061012500, NY",36061012500,36061012500,12
"36005024900, NY",36005024900,36005024900,N/A
"36061007600, NY",36061007600,36061007600,16.82
"36061015300, NY",36061015300,36061015300,14.75
"36061008100, NY",36061008100,36061008100,12.27
"36061013100, NY",36061013100,36061013100,19.65
"36005038900, NY",36005038900,36005038900,48.23
"36047038300, NY",36047038300,36047038300,35.73
"36061014900, NY",36061014900,36061014900,12.38
"36061008300, NY",36061008300,36061008300,26.08
"36047050100, NY",36047050100,36047050100,18.17
"36047038500, NY",36047038500,36047038500,42.97
"36061012700, NY",36061012700,36061012700,15.82
"36047086800, NY",36047086800,36047086800,32.08
"36061007400, NY",36061007400,36061007400,14.13
"36061023000, NY",36061023000,36061023000,35.76
"36005026100, NY",36005026100,36005026100,31.45
"36047065200, NY",36047065200,36047065200,25.83
"36047118800, NY",36047118800,36047118800,31.62
"36081004001, NY",36081004001,36081004001,27.43
"36005037300, NY",36005037300,36005037300,47.53
"36047000700, NY",36047000700,36047000700,10.22
"36047035602, NY",36047035602,36047035602,48.79
"36047044400, NY",36047044400,36047044400,52.12
"36047039200, NY",36047039200,36047039200,28.33
"36081062900, NY",36081062900,36081062900,22.37
"36061014402, NY",36061014402,36061014402,10.25
"36047074200, NY",36047074200,36047074200,23.07
"36047053200, NY",36047053200,36047053200,30.62
"36047086000, NY",36047086000,36047086000,33.31
"36061005600, NY",36061005600,36061005600,26.16
"36047031300, NY",36047031300,36047031300,41.1
"36047067200, NY",36047067200,36047067200,17.53
"36061021600, NY",36061021600,36061021600,31.61
"36047099400, NY",36047099400,36047099400,19.05
"36081009400, NY",36081009400,36081009400,30.76
"36061010400, NY",36061010400,36061010400,21.62
"36047080000, NY",36047080000,36047080000,30.65
"36005021002, NY",36005021002,36005021002,21.62
"36061012000, NY",36061012000,36061012000,15.83
"36061008400, NY",36061008400,36061008400,6.06
"36047039000, NY",36047039000,36047039000,19.44
"36061010200, NY",36061010200,36061010200,17.86
"36061010000, NY",36061010000,36061010000,9.83
"36081010100, NY",36081010100,36081010100,24.93
"36047075600, NY",36047075600,36047075600,17.2
"36047025000, NY",36047025000,36047025000,44.14
"36047075400, NY",36047075400,36047075400,24.45
"36047075000, NY",36047075000,36047075000,27
"36005022800, NY",36005022800,36005022800,37.16
"36047053400, NY",36047053400,36047053400,35.26
"36061012200, NY",36061012200,36061012200,22.06
"36081026600, NY",36081026600,36081026600,60.34
"36081010600, NY",36081010600,36081010600,32.84
"36061010300, NY",36061010300,36061010300,10.46
"36061008000, NY",36061008000,36061008000,21.21
"36047032300, NY",36047032300,36047032300,23.93
"36047053000, NY",36047053000,36047053000,39.88
"36005027700, NY",36005027700,36005027700,35.32
"36047025600, NY",36047025600,36047025600,34.77
"36047112000, NY",36047112000,36047112000,30
"36047075200, NY",36047075200,36047075200,24
"36047054800, NY",36047054800,36047054800,27.2
"36061008200, NY",36061008200,36061008200,10.15
"36047059600, NY",36047059600,36047059600,34.33
"36047069000, NY",36047069000,36047069000,20.32
"36047024600, NY",36047024600,36047024600,32.97
"36081028900, NY",36081028900,36081028900,26.28
"36047047200, NY",36047047200,36047047200,59.37
"36081052000, NY",36081052000,36081052000,22.15
"36061009500, NY",36061009500,36061009500,7.81
"36081074100, NY",36081074100,36081074100,16.59
"36047089400, NY",36047089400,36047089400,40.88
"36061016600, NY",36061016600,36061016600,34.83
"36047023300, NY",36047023300,36047023300,32.94
"36047022900, NY",36047022900,36047022900,30.18
"36047057800, NY",36047057800,36047057800,32.34
"36081045000, NY",36081045000,36081045000,26.69
"36047007100, NY",36047007100,36047007100,28.6
"36005040100, NY",36005040100,36005040100,56.83
"36081058500, NY",36081058500,36081058500,28.81
"36081041500, NY",36081041500,36081041500,36.64
"36047055800, NY",36047055800,36047055800,35.14
"36081004300, NY",36081004300,36081004300,41.37
"36047056600, NY",36047056600,36047056600,25.28
"36047011200, NY",36047011200,36047011200,51.13
"36047101000, NY",36047101000,36047101000,27.78
"36081071306, NY",36081071306,36081071306,21.72
"36047110600, NY",36047110600,36047110600,44.27
"36081014100, NY",36081014100,36081014100,25.22
"36047078600, NY",36047078600,36047078600,32.45
"36047037300, NY",36047037300,36047037300,46.71
"36005025400, NY",36005025400,36005025400,32.87
"36047074400, NY",36047074400,36047074400,14.91
"36047036200, NY",36047036200,36047036200,32.33
"36047004500, NY",36047004500,36047004500,13.12
"36081013800, NY",36081013800,36081013800,36.16
"36081039900, NY",36081039900,36081039900,40.45
"36005036800, NY",36005036800,36005036800,35.99
"36081044602, NY",36081044602,36081044602,38.86
"36047056200, NY",36047056200,36047056200,22.87
"36081042700, NY",36081042700,36081042700,26.08
"36047057300, NY",36047057300,36047057300,16.71
"36005042800, NY",36005042800,36005042800,29.94
"36081072100, NY",36081072100,36081072100,24.17
"36061025300, NY",36061025300,36061025300,34.11
"36047121400, NY",36047121400,36047121400,35.32
"36005017100, NY",36005017100,36005017100,N/A
"36047020600, NY",36047020600,36047020600,14.37
"36081015900, NY",36081015900,36081015900,22.22
"36047081400, NY",36047081400,36047081400,25.55
"36081052200, NY",36081052200,36081052200,49.71
"36081051800, NY",36081051800,36081051800,43
"36047025800, NY",36047025800,36047025800,26.34
"36047019700, NY",36047019700,36047019700,25.04
"36047084000, NY",36047084000,36047084000,21.61
"36047082200, NY",36047082200,36047082200,38.5
"36047023800, NY",36047023800,36047023800,72.67
"36047042600, NY",36047042600,36047042600,23.52
"36047023600, NY",36047023600,36047023600,71.46
"36047050500, NY",36047050500,36047050500,33.7
"36047023400, NY",36047023400,36047023400,74.49
"36005012500, NY",36005012500,36005012500,32.38
"36047024000, NY",36047024000,36047024000,72.29
"36005026601, NY",36005026601,36005026601,30.01
"36005044800, NY",36005044800,36005044800,28.44
"36047052600, NY",36047052600,36047052600,25.41
"36047055400, NY",36047055400,36047055400,25.05
"36047018100, NY",36047018100,36047018100,18.2
"36047016700, NY",36047016700,36047016700,12.34
"36081037100, NY",36081037100,36081037100,22.3
"36047046400, NY",36047046400,36047046400,45.25
"36061006700, NY",36061006700,36061006700,13.99
"36061005200, NY",36061005200,36061005200,14.3
"36047054700, NY",36047054700,36047054700,44.87
"36047001100, NY",36047001100,36047001100,5.95
"36047068000, NY",36047068000,36047068000,17.58
"36047024900, NY",36047024900,36047024900,30.79
"36047112600, NY",36047112600,36047112600,49.37
"36047032500, NY",36047032500,36047032500,41.91
"36047043300, NY",36047043300,36047043300,60.04
"36047043100, NY",36047043100,36047043100,40.14
"36005003700, NY",36005003700,36005003700,46.15
"36047042000, NY",36047042000,36047042000,41.28
"36061005400, NY",36061005400,36061005400,15.81
"36047042900, NY",36047042900,36047042900,43.56
"36047043500, NY",36047043500,36047043500,39.69
"36081050201, NY",36081050201,36081050201,35.45
"36005013500, NY",36005013500,36005013500,47.72
"36047040900, NY",36047040900,36047040900,48.26
"36047078200, NY",36047078200,36047078200,27.53
"36005037400, NY",36005037400,36005037400,49.12
"36047042500, NY",36047042500,36047042500,33.21
"36047021600, NY",36047021600,36047021600,59.24
"36047054500, NY",36047054500,36047054500,65.58
"36047021400, NY",36047021400,36047021400,41.57
"36047003700, NY",36047003700,36047003700,5.94
"36047011400, NY",36047011400,36047011400,43.34
"36047053700, NY",36047053700,36047053700,85.18
"36081023000, NY",36081023000,36081023000,24.39
"36047015700, NY",36047015700,36047015700,13.31
"36081074500, NY",36081074500,36081074500,36.21
"36047055200, NY",36047055200,36047055200,22.9
"36047078400, NY",36047078400,36047078400,19.92
"36047043700, NY",36047043700,36047043700,47.53
"36047022800, NY",36047022800,36047022800,61.74
"36047091200, NY",36047091200,36047091200,37.27
"36081003200, NY",36081003200,36081003200,30.22
"36061005000, NY",36061005000,36061005000,10.35
"36047088400, NY",36047088400,36047088400,42.05
"36047024500, NY",36047024500,36047024500,28.18
"36047083800, NY",36047083800,36047083800,30.9
"36005021602, NY",36005021602,36005021602,28.18
"36081036500, NY",36081036500,36081036500,34.51
"36047044300, NY",36047044300,36047044300,44.33
"36005026702, NY",36005026702,36005026702,38.82
"36081116700, NY",36081116700,36081116700,45.21
"36005011900, NY",36005011900,36005011900,49.44
"36047084600, NY",36047084600,36047084600,27.88
"36081005500, NY",36081005500,36081005500,33.6
"36047004300, NY",36047004300,36047004300,10.92
"36047039100, NY",36047039100,36047039100,31.93
"36047044500, NY",36047044500,36047044500,34.12
"36047080600, NY",36047080600,36047080600,31.35
"36081028000, NY",36081028000,36081028000,41.03
"36047115200, NY",36047115200,36047115200,37.01
"36005017300, NY",36005017300,36005017300,44.49
"36047067800, NY",36047067800,36047067800,22.22
"36047065000, NY",36047065000,36047065000,23.9
"36061008900, NY",36061008900,36061008900,9.82
"36005021302, NY",36005021302,36005021302,42.7
"36061004700, NY",36061004700,36061004700,15.65
"36061008700, NY",36061008700,36061008700,11
"36061007300, NY",36061007300,36061007300,10.02
"36047026600, NY",36047026600,36047026600,23.21
"36047028900, NY",36047028900,36047028900,55.12
"36047014100, NY",36047014100,36047014100,19.55
"36047049700, NY",36047049700,36047049700,22.24
"36081058900, NY",36081058900,36081058900,27.1
"36081003100, NY",36081003100,36081003100,20.05
"36047064600, NY",36047064600,36047064600,24.67
"36061007100, NY",36061007100,36061007100,10.57
"36047049200, NY",36047049200,36047049200,40.74
"36047018200, NY",36047018200,36047018200,24.56
"36005006400, NY",36005006400,36005006400,45.77
"36081011000, NY",36081011000,36081011000,27.01
"36081009500, NY",36081009500,36081009500,16.13
"36047093600, NY",36047093600,36047093600,26.88
"36005021601, NY",36005021601,36005021601,41.31
"36047041200, NY",36047041200,36047041200,20.76
"36005016400, NY",36005016400,36005016400,28.43
"36081043900, NY",36081043900,36081043900,42.2
"36047003300, NY",36047003300,36047003300,18.56
"36047029100, NY",36047029100,36047029100,45.9
"36047029500, NY",36047029500,36047029500,30.33
"36047050600, NY",36047050600,36047050600,34.8
"36047029300, NY",36047029300,36047029300,55.74
"36081049301, NY",36081049301,36081049301,20.47
"36047042800, NY",36047042800,36047042800,31.2
"36047078000, NY",36047078000,36047078000,16.57
"36047053800, NY",36047053800,36047053800,38.69
"36081014800, NY",36081014800,36081014800,26.51
"36047041800, NY",36047041800,36047041800,42.82
"36047028400, NY",36047028400,36047028400,29.63
"36005015800, NY",36005015800,36005015800,38.25
"36047017800, NY",36047017800,36047017800,28.43
"36047034500, NY",36047034500,36047034500,27.34
"36047099000, NY",36047099000,36047099000,17.17
"36047012700, NY",36047012700,36047012700,29.8
"36081055900, NY",36081055900,36081055900,32.41
"36061027700, NY",36061027700,36061027700,49.72
"36047097000, NY",36047097000,36047097000,29.59
"36081120100, NY",36081120100,36081120100,26.67
"36047034900, NY",36047034900,36047034900,32.6
"36005036100, NY",36005036100,36005036100,32.59
"36047077000, NY",36047077000,36047077000,26.3
"36047035300, NY",36047035300,36047035300,34.94
"36047058600, NY",36047058600,36047058600,25.5
"36047027400, NY",36047027400,36047027400,34.87
"36047038900, NY",36047038900,36047038900,29.67
"36047035100, NY",36047035100,36047035100,36.62
"36047039600, NY",36047039600,36047039600,22.29
"36047041500, NY",36047041500,36047041500,42.41
"36047102200, NY",36047102200,36047102200,20.78
"36047026000, NY",36047026000,36047026000,35.46
"36081071304, NY",36081071304,36081071304,30.91
"36047081000, NY",36047081000,36047081000,28.38
"36047013800, NY",36047013800,36047013800,29.13
"36005033800, NY",36005033800,36005033800,34.95
"36047111800, NY",36047111800,36047111800,32.9
"36081012500, NY",36081012500,36081012500,14
"36047041300, NY",36047041300,36047041300,48.74
"36047112200, NY",36047112200,36047112200,35.62
"36047041600, NY",36047041600,36047041600,39.11
"36047027700, NY",36047027700,36047027700,49.5
"36047074000, NY",36047074000,36047074000,20.32
"36047034300, NY",36047034300,36047034300,37.82
"36047027500, NY",36047027500,36047027500,28.21
"36047004100, NY",36047004100,36047004100,16.41
"36047006200, NY",36047006200,36047006200,22.11
"36047028100, NY",36047028100,36047028100,38.12
"36047027900, NY",36047027900,36047027900,48.52
"36047025300, NY",36047025300,36047025300,28.37
"36061002201, NY",36061002201,36061002201,49.65
"36005013300, NY",36005013300,36005013300,39.26
"36047098800, NY",36047098800,36047098800,22.63
"36081011800, NY",36081011800,36081011800,25.32
"36047053100, NY",36047053100,36047053100,74.64
"36081054900, NY",36081054900,36081054900,30.04
"36047000900, NY",36047000900,36047000900,10.14
"36047076400, NY",36047076400,36047076400,25.63
"36081001000, NY",36081001000,36081001000,28.62
"36047058200, NY",36047058200,36047058200,26.06
"36005021700, NY",36005021700,36005021700,39.29
"36081007900, NY",36081007900,36081007900,23.28
"36081045600, NY",36081045600,36081045600,13.78
"36047042400, NY",36047042400,36047042400,30.99
"36047121000, NY",36047121000,36047121000,31.54
"36047101200, NY",36047101200,36047101200,26.69
"36047092200, NY",36047092200,36047092200,31.59
"36061003400, NY",36061003400,36061003400,21.88
"36081066900, NY",36081066900,36081066900,18.8
"36005023000, NY",36005023000,36005023000,38.01
"36081056200, NY",36081056200,36081056200,26.55
"36047027800, NY",36047027800,36047027800,26.99
"36047114600, NY",36047114600,36047114600,43.67
"36081012800, NY",36081012800,36081012800,23.84
"36047011600, NY",36047011600,36047011600,30.58
"36047032100, NY",36047032100,36047032100,31.93
"36005037000, NY",36005037000,36005037000,31.14
"36047115600, NY",36047115600,36047115600,47.73
"36047039500, NY",36047039500,36047039500,54.28
"36005026300, NY",36005026300,36005026300,40.84
"36047073200, NY",36047073200,36047073200,30.77
"36047020500, NY",36047020500,36047020500,15.6
"36047043000, NY",36047043000,36047043000,43.55
"36047026500, NY",36047026500,36047026500,36.21
"36047040100, NY",36047040100,36047040100,34.97
"36047026700, NY",36047026700,36047026700,37.3
"36081046300, NY",36081046300,36081046300,32.59
"36047023100, NY",36047023100,36047023100,20.05
"36047116600, NY",36047116600,36047116600,30.71
"36047044700, NY",36047044700,36047044700,29.31
"36005034000, NY",36005034000,36005034000,45.63
"36047039700, NY",36047039700,36047039700,49.81
"36047058800, NY",36047058800,36047058800,23.3
"36005044901, NY",36005044901,36005044901,26.32
"36047051100, NY",36047051100,36047051100,35.52
"36061025100, NY",36061025100,36061025100,44.08
"36081071900, NY",36081071900,36081071900,25.67
"36047017900, NY",36047017900,36047017900,39.28
"36047037500, NY",36047037500,36047037500,38.97
"36047057400, NY",36047057400,36047057400,17.49
"36081041300, NY",36081041300,36081041300,44.08
"36081059000, NY",36081059000,36081059000,21.12
"36081027600, NY",36081027600,36081027600,68.3
"36047085600, NY",36047085600,36047085600,35.1
"36081047100, NY",36081047100,36081047100,19.02
"36047058000, NY",36047058000,36047058000,25.55
"36047057600, NY",36047057600,36047057600,24.93
"36047115000, NY",36047115000,36047115000,35.65
"36061029300, NY",36061029300,36061029300,49.24
"36047059000, NY",36047059000,36047059000,26.06
"36061026300, NY",36061026300,36061026300,37.21
"36047072000, NY",36047072000,36047072000,23.53
"36005002702, NY",36005002702,36005002702,47.03
"36005034400, NY",36005034400,36005034400,22.22
"36047011000, NY",36047011000,36047011000,30.62
"36005038200, NY",36005038200,36005038200,28.33
"36081028500, NY",36081028500,36081028500,26.82
"36047081800, NY",36047081800,36047081800,28.18
"36061030300, NY",36061030300,36061030300,22.25
"36081036100, NY",36081036100,36081036100,35.23
"36005044902, NY",36005044902,36005044902,29.27
"36005034200, NY",36005034200,36005034200,36.2
"36081010800, NY",36081010800,36081010800,34.51
"36047021800, NY",36047021800,36047021800,65.03
"36047026200, NY",36047026200,36047026200,33.29
"36005008400, NY",36005008400,36005008400,17.86
"36081062700, NY",36081062700,36081062700,31.5
"36061022302, NY",36061022302,36061022302,29.95
"36047092800, NY",36047092800,36047092800,32.19
"36081086500, NY",36081086500,36081086500,62.4
"36005006800, NY",36005006800,36005006800,37.44
"36005012901, NY",36005012901,36005012901,44.64
"36061026100, NY",36061026100,36061026100,47.72
"36081023800, NY",36081023800,36081023800,33.13
"36047003900, NY",36047003900,36047003900,28.29
"36047078800, NY",36047078800,36047078800,44.54
"36005003100, NY",36005003100,36005003100,46.63
"36081000200, NY",36081000200,36081000200,20.33
"36047102000, NY",36047102000,36047102000,12.38
"36081062300, NY",36081062300,36081062300,21.68
"36047068800, NY",36047068800,36047068800,17.73
"36047082800, NY",36047082800,36047082800,35.86
"36047055300, NY",36047055300,36047055300,17.63
"36047086600, NY",36047086600,36047086600,29.59
"36047013100, NY",36047013100,36047013100,13.36
"36047032900, NY",36047032900,36047032900,35.49
"36005021502, NY",36005021502,36005021502,42.11
"36005028700, NY",36005028700,36005028700,29.97
"36061016100, NY",36061016100,36061016100,19.34
"36047006700, NY",36047006700,36047006700,5.59
"36047022600, NY",36047022600,36047022600,43.18
"36005014900, NY",36005014900,36005014900,47
"36047098600, NY",36047098600,36047098600,22.94
"36047043800, NY",36047043800,36047043800,33.94
"36005043600, NY",36005043600,36005043600,23.72
"36047087000, NY",36047087000,36047087000,33.84
"36081037500, NY",36081037500,36081037500,28.87
"36081118500, NY",36081118500,36081118500,28.05
"36081035300, NY",36081035300,36081035300,28.55
"36081055100, NY",36081055100,36081055100,34.51
"36047067600, NY",36047067600,36047067600,25
"36047024400, NY",36047024400,36047024400,39.05
"36047115800, NY",36047115800,36047115800,46.41
"36047101400, NY",36047101400,36047101400,12.82
"36081060100, NY",36081060100,36081060100,25.77
"36047021500, NY",36047021500,36047021500,16.44
"36047013200, NY",36047013200,36047013200,26.98
"36047024300, NY",36047024300,36047024300,35.38
"36047029000, NY",36047029000,36047029000,35.76
"36047089800, NY",36047089800,36047089800,36.96
"36047002000, NY",36047002000,36047002000,36.22
"36061021303, NY",36061021303,36061021303,29.23
"36005039901, NY",36005039901,36005039901,40.79
"36047048000, NY",36047048000,36047048000,51.89
"36047117000, NY",36047117000,36047117000,43.89
"36081006502, NY",36081006502,36081006502,19.51
"36081027200, NY",36081027200,36081027200,44.83
"36081045500, NY",36081045500,36081045500,30.25
"36047041402, NY",36047041402,36047041402,30.44
"36061022600, NY",36061022600,36061022600,41.45
"36081020600, NY",36081020600,36081020600,27.85
"36047006600, NY",36047006600,36047006600,16.1
"36047042100, NY",36047042100,36047042100,50.07
"36047045600, NY",36047045600,36047045600,41.86
"36047113400, NY",36047113400,36047113400,31.94
"36047040400, NY",36047040400,36047040400,36.22
"36047065600, NY",36047065600,36047065600,29.55
"36081040900, NY",36081040900,36081040900,47.7
"36005024600, NY",36005024600,36005024600,38.54
"36081005000, NY",36081005000,36081005000,50
"36061009400, NY",36061009400,36061009400,10.53
"36047064000, NY",36047064000,36047064000,18.88
"36047041900, NY",36047041900,36047041900,51.01
"36047120200, NY",36047120200,36047120200,16.7
"36047065800, NY",36047065800,36047065800,22.49
"36081050202, NY",36081050202,36081050202,23.22
"36005021100, NY",36005021100,36005021100,41.54
"36047040800, NY",36047040800,36047040800,26.19
"36047028800, NY",36047028800,36047028800,27.1
"36081029300, NY",36081029300,36081029300,28.1
"36047013700, NY",36047013700,36047013700,23.85
"36047117601, NY",36047117601,36047117601,33.37
"36005017500, NY",36005017500,36005017500,60.02
"36047010200, NY",36047010200,36047010200,31.13
"36047086400, NY",36047086400,36047086400,35.83
"36005024300, NY",36005024300,36005024300,48.8
"36047010400, NY",36047010400,36047010400,27.62
"36047006000, NY",36047006000,36047006000,23.9
"36047066000, NY",36047066000,36047066000,26.48
"36047100600, NY",36047100600,36047100600,18.57
"36047117202, NY",36047117202,36047117202,34.61
"36047013500, NY",36047013500,36047013500,17.45
"36081046900, NY",36081046900,36081046900,32.03
"36081001600, NY",36081001600,36081001600,33
"36005042000, NY",36005042000,36005042000,52.57
"36047048100, NY",36047048100,36047048100,26.38
"36047116000, NY",36047116000,36047116000,37.53
"36061022700, NY",36061022700,36061022700,29.76
"36047087800, NY",36047087800,36047087800,38.84
"36005003300, NY",36005003300,36005003300,46.22
"36047031900, NY",36047031900,36047031900,32.77
"36047039900, NY",36047039900,36047039900,61.04
"36047013900, NY",36047013900,36047013900,9.07
"36047064800, NY",36047064800,36047064800,14.77
"36047065400, NY",36047065400,36047065400,19.15
"36081032700, NY",36081032700,36081032700,26.65
"36081033900, NY",36081033900,36081033900,20.22
"36081033700, NY",36081033700,36081033700,31.57
"36081011100, NY",36081011100,36081011100,23.02
"36081025700, NY",36081025700,36081025700,36.87
"36005020601, NY",36005020601,36005020601,44.49
"36047073400, NY",36047073400,36047073400,9.3
"36047009400, NY",36047009400,36047009400,24.69
"36047009800, NY",36047009800,36047009800,34.1
"36047010800, NY",36047010800,36047010800,32.89
"36047010000, NY",36047010000,36047010000,28.4
"36081045700, NY",36081045700,36081045700,32.81
"36047023000, NY",36047023000,36047023000,74.71
"36047010600, NY",36047010600,36047010600,33.08
"36047009600, NY",36047009600,36047009600,30.56
"36047120000, NY",36047120000,36047120000,20.65
"36047015300, NY",36047015300,36047015300,12.82
"36081055500, NY",36081055500,36081055500,28.45
"36081013600, NY",36081013600,36081013600,25.06
"36047022100, NY",36047022100,36047022100,29.37
"36005038100, NY",36005038100,36005038100,40.23
"36081015400, NY",36081015400,36081015400,18.17
"36047021000, NY",36047021000,36047021000,23.65
"36081043701, NY",36081043701,36081043701,28.29
"36047027300, NY",36047027300,36047027300,41.61
"36047015500, NY",36047015500,36047015500,15.02
"36005038800, NY",36005038800,36005038800,36.81
"36061004300, NY",36061004300,36061004300,18.57
"36061020600, NY",36061020600,36061020600,38.92
"36047015100, NY",36047015100,36047015100,11.17
"36047042700, NY",36047042700,36047042700,39.58
"36061020800, NY",36061020800,36061020800,40.81
"36081086100, NY",36081086100,36081086100,36.88
"36047028700, NY",36047028700,36047028700,42.29
"36047027600, NY",36047027600,36047027600,26.51
"36005004800, NY",36005004800,36005004800,38.87
"36061018800, NY",36061018800,36061018800,43.69
"36047089600, NY",36047089600,36047089600,51.4
"36047096800, NY",36047096800,36047096800,31.39
"36047018400, NY",36047018400,36047018400,16.46
"36005019700, NY",36005019700,36005019700,30.11
"36047100800, NY",36047100800,36047100800,20.68
"36047043200, NY",36047043200,36047043200,33.94
"36047082000, NY",36047082000,36047082000,39.61
"36047013300, NY",36047013300,36047013300,6.46
"36047009000, NY",36047009000,36047009000,36.31
"36005024700, NY",36005024700,36005024700,42.25
"36081014700, NY",36081014700,36081014700,30.31
"36081002600, NY",36081002600,36081002600,25.76
"36081015500, NY",36081015500,36081015500,15.93
"36047012100, NY",36047012100,36047012100,10.84
"36081002200, NY",36081002200,36081002200,25.46
"36047068600, NY",36047068600,36047068600,26.59
"36047077400, NY",36047077400,36047077400,13.01
"36081003900, NY",36081003900,36081003900,26.85
"36081012601, NY",36081012601,36081012601,21.42
"36081015000, NY",36081015000,36081015000,29.03
"36081012602, NY",36081012602,36081012602,25.14
"36081037700, NY",36081037700,36081037700,32.03
"36047007000, NY",36047007000,36047007000,30.72
"36047087200, NY",36047087200,36047087200,31.18
"36081012000, NY",36081012000,36081012000,37.18
"36047021900, NY",36047021900,36047021900,29.75
"36061028300, NY",36061028300,36061028300,28.08
"36047040600, NY",36047040600,36047040600,22.9
"36081020200, NY",36081020200,36081020200,22.27
"36081085900, NY",36081085900,36081085900,35.71
"36047014000, NY",36047014000,36047014000,23.99
"36005039400, NY",36005039400,36005039400,29.18
"36005038302, NY",36005038302,36005038302,44.61
"36047031100, NY",36047031100,36047031100,38.98
"36047083200, NY",36047083200,36047083200,20
"36081065702, NY",36081065702,36081065702,28.49
"36005030100, NY",36005030100,36005030100,35.1
"36081002000, NY",36081002000,36081002000,20.61
"36081071303, NY",36081071303,36081071303,20.37
"36081058700, NY",36081058700,36081058700,29.36
"36061025700, NY",36061025700,36061025700,21.68
"36081086300, NY",36081086300,36081086300,41.39
"36047085000, NY",36047085000,36047085000,21.94
"36047116800, NY",36047116800,36047116800,27.27
"36047117602, NY",36047117602,36047117602,41.13
"36081027400, NY",36081027400,36081027400,47.44
"36081055300, NY",36081055300,36081055300,31.23
"36047029900, NY",36047029900,36047029900,40.55
"36047007400, NY",36047007400,36047007400,30.54
"36081026200, NY",36081026200,36081026200,36.65
