AP Device Name,Boro,CB,PPT ID,Street Address,Latitude,Longitude,SSID(s),Uptime %,Number of Unique Clients,Number of Sessions,Minutes Used,MB Transferred (upload),MB Transferred (download),MB Transferred (total),Daily Avg - Number of Unique Clients,Daily Avg - Number of Sessions,Daily Avg - Minutes Used,Daily Avg - MB Transferred (upload),Daily Avg - MB Transferred (download),Daily Avg - MB Transferred (total)
mn-02-123612,mn,2,123612,87 BARROW STREET,40.73159252,-74.00640751,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.46%,"9,424","33,998","173,269","22,202","156,000","178,202",304,"1,097","5,589",716,"5,032","5,748"
mn-02-128511,mn,2,128511,74 8 AVENUE,40.73944747,-74.00259998,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"25,577","71,729","103,905","11,009","47,630","58,639",825,"2,314","3,352",355,"1,536","1,892"
mn-02-133430,mn,2,133430,183 CANAL STREET,40.716869,-73.997578,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"36,995","77,856","202,836","49,805","243,280","293,085","1,193","2,511","6,543","1,607","7,848","9,454"
mn-02-133446,mn,2,133446,835 BROADWAY,40.73389175,-73.99105603,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"68,192","196,357","443,492","69,604","291,151","360,755","2,200","6,334","14,306","2,245","9,392","11,637"
mn-02-133831,mn,2,133831,62 EAST 13 STREET,40.734036,-73.991208,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"41,495","93,997","286,868","54,366","375,321","429,688","1,339","3,032","9,254","1,754","12,107","13,861"
mn-02-135935,mn,2,135935,325 HUDSON STREET,40.726889,-74.007487,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"14,816","56,441","207,898","55,893","304,709","360,603",478,"1,821","6,706","1,803","9,829","11,632"
mn-02-136396,mn,2,136396,82 5 AVENUE,40.73620058,-73.99360102,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"45,916","88,229","198,877","36,886","155,983","192,869","1,481","2,846","6,415","1,190","5,032","6,222"
mn-03-100726,mn,3,100726,211 BOWERY,40.721425,-73.993454,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"25,976","69,595","179,077","17,057","148,145","165,202",838,"2,245","5,777",550,"4,779","5,329"
mn-03-107697,mn,3,107697,121 2 AVENUE,40.72815774,-73.98812504,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,532","22,165","86,453","7,008","90,926","97,933",340,715,"2,789",226,"2,933","3,159"
mn-03-107871,mn,3,107871,18 DELANCEY STREET,40.72018834,-73.99306771,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"36,799","87,700","314,874","327,277","820,172","1,147,449","1,187","2,829","10,157","10,557","26,457","37,014"
mn-03-107898,mn,3,107898,208 1 AVENUE,40.73030035,-73.98319263,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"22,110","57,765","161,449","12,560","75,779","88,339",713,"1,863","5,208",405,"2,444","2,850"
mn-03-108162,mn,3,108162,210 CANAL STREET,40.71716821,-73.99907941,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"51,221","123,555","417,974","115,937","453,150","569,087","1,652","3,986","13,483","3,740","14,618","18,358"
mn-03-108238,mn,3,108238,217 BOWERY,40.721716,-73.993343,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"26,022","59,564","209,471","44,086","244,328","288,415",839,"1,921","6,757","1,422","7,882","9,304"
mn-03-108269,mn,3,108269,145 1 AVENUE,40.728126,-73.985083,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,173","53,349","220,035","46,280","370,723","417,003",586,"1,721","7,098","1,493","11,959","13,452"
mn-03-108323,mn,3,108323,73 2 AVENUE,40.72647126,-73.98935062,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.60%,"12,517","28,598","104,021","12,895","114,721","127,616",404,923,"3,356",416,"3,701","4,117"
mn-03-108422,mn,3,108422,113 BOWERY,40.71791958,-73.99494009,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"30,676","86,121","242,024","67,816","310,250","378,066",990,"2,778","7,807","2,188","10,008","12,196"
mn-03-108511,mn,3,108511,35 ST. MARKS PLACE,40.72875565,-73.98791444,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"23,934","71,087","241,482","51,743","388,862","440,606",772,"2,293","7,790","1,669","12,544","14,213"
mn-03-108516,mn,3,108516,133 1 AVENUE,40.72779351,-73.98532503,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,924","37,882","120,137","21,848","174,139","195,987",514,"1,222","3,875",705,"5,617","6,322"
mn-03-108589,mn,3,108589,169 BOWERY,40.71990707,-73.99406649,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",98.79%,"34,652","68,273","282,760","51,668","341,084","392,752","1,118","2,202","9,121","1,667","11,003","12,669"
mn-03-108607,mn,3,108607,45 ORCHARD STREET,40.716355,-73.991198,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"5,556","26,538","112,758","19,362","438,586","457,948",179,856,"3,637",625,"14,148","14,773"
mn-03-115304,mn,3,115304,19 1 AVENUE,40.72357993,-73.9883901,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"28,049","75,956","209,978","37,145","199,157","236,302",905,"2,450","6,773","1,198","6,424","7,623"
mn-03-115305,mn,3,115305,193 2 AVENUE,40.73115701,-73.98592802,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"8,999","17,342","42,801","4,909","30,793","35,702",290,559,"1,381",158,993,"1,152"
mn-03-121470,mn,3,121470,224 2 AVENUE,40.732206,-73.98482253,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"27,285","64,130","157,622","20,974","144,848","165,823",880,"2,069","5,085",677,"4,673","5,349"
mn-03-122032,mn,3,122032,418 EAST 14 STREET,40.73087757,-73.98165945,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,052","62,084","150,169","27,059","208,864","235,923",615,"2,003","4,844",873,"6,738","7,610"
mn-03-122246,mn,3,122246,2 ALLEN STREET,40.71450806,-73.99248961,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"24,519","86,249","218,528","42,214","404,258","446,472",791,"2,782","7,049","1,362","13,041","14,402"
mn-03-122371,mn,3,122371,323 GRAND STREET,40.71709475,-73.99058102,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"20,069","74,056","206,394","47,844","263,630","311,474",647,"2,389","6,658","1,543","8,504","10,048"
mn-03-123149,mn,3,123149,92 EAST 14 STREET,40.73414056,-73.98941209,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"56,799","151,444","466,986","62,062","458,916","520,978","1,832","4,885","15,064","2,002","14,804","16,806"
mn-03-123260,mn,3,123260,72 2 AVENUE,40.726263,-73.989248,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"21,127","47,945","130,482","21,330","140,158","161,488",682,"1,547","4,209",688,"4,521","5,209"
mn-03-123265,mn,3,123265,123 3 AVENUE,40.733107,-73.987162,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"31,313","67,865","145,924","16,156","102,852","119,007","1,010","2,189","4,707",521,"3,318","3,839"
mn-03-123268,mn,3,123268,160 2 AVENUE,40.72983073,-73.98665837,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,766","39,799","119,682","33,088","177,160","210,249",541,"1,284","3,861","1,067","5,715","6,782"
mn-03-123269,mn,3,123269,170 2 AVENUE,40.730249,-73.986348,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,807","30,360","86,163","32,704","141,169","173,873",445,979,"2,779","1,055","4,554","5,609"
mn-03-123270,mn,3,123270,190 2 AVENUE,40.730881,-73.985882,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.33%,"14,497","31,237","93,781","25,243","153,065","178,308",468,"1,008","3,025",814,"4,938","5,752"
mn-03-123273,mn,3,123273,104 2 AVENUE,40.72745986,-73.98837167,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"26,329","67,834","206,707","37,511","220,334","257,845",849,"2,188","6,668","1,210","7,108","8,318"
mn-03-123282,mn,3,123282,223 2 AVENUE,40.73224694,-73.9851321,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,092","22,184","61,252","3,805","39,344","43,149",390,716,"1,976",123,"1,269","1,392"
mn-03-123288,mn,3,123288,219 1 AVENUE,40.73083305,-73.98309797,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,159","24,741","66,633","7,948","82,277","90,225",424,798,"2,149",256,"2,654","2,910"
mn-03-123294,mn,3,123294,150 EAST 4 STREET,40.72500355,-73.98703948,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,389","31,678","79,837","13,271","94,317","107,587",464,"1,022","2,575",428,"3,042","3,471"
mn-03-123295,mn,3,123295,56 1 AVENUE,40.724614,-73.98733637,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,998","42,547","115,409","41,785","582,744","624,529",613,"1,372","3,723","1,348","18,798","20,146"
mn-03-123367,mn,3,123367,84 DELANCEY STREET,40.719215,-73.98985,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"46,845","124,840","348,218","88,064","544,386","632,450","1,511","4,027","11,233","2,841","17,561","20,402"
mn-03-123464,mn,3,123464,70 STANTON STREET,40.721773,-73.989421,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"28,802","90,011","292,898","66,096","442,422","508,518",929,"2,904","9,448","2,132","14,272","16,404"
mn-03-123791,mn,3,123791,182 1 AVENUE,40.72943593,-73.98382369,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"16,208","36,517","98,140","12,547","103,084","115,632",523,"1,178","3,166",405,"3,325","3,730"
mn-03-123792,mn,3,123792,162 1 AVENUE,40.72862184,-73.98441867,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,178","41,497","116,682","19,733","141,791","161,524",619,"1,339","3,764",637,"4,574","5,210"
mn-03-123794,mn,3,123794,134 1 AVENUE,40.72764987,-73.98511899,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"18,932","45,577","122,158","27,457","150,419","177,876",611,"1,470","3,941",886,"4,852","5,738"
mn-03-123797,mn,3,123797,410 EAST 6 STREET,40.72630382,-73.98610433,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,910","55,234","190,720","42,284","352,495","394,779",707,"1,782","6,152","1,364","11,371","12,735"
mn-03-123800,mn,3,123800,344 EAST 14 STREET,40.73153857,-73.98324565,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,118","33,751","86,154","9,793","55,258","65,051",488,"1,089","2,779",316,"1,783","2,098"
mn-03-123802,mn,3,123802,237 1 AVENUE,40.73121904,-73.982827,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"24,827","47,320","109,984","14,222","82,925","97,147",801,"1,526","3,548",459,"2,675","3,134"
mn-03-123803,mn,3,123803,226 EAST 14 STREET,40.73274736,-73.98610741,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,034","53,346","184,911","34,492","304,918","339,410",711,"1,721","5,965","1,113","9,836","10,949"
mn-03-123812,mn,3,123812,146 2 AVENUE,40.729236,-73.987081,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"25,006","89,950","381,519","50,567","494,596","545,164",807,"2,902","12,307","1,631","15,955","17,586"
mn-03-123814,mn,3,123814,118 2 AVENUE,40.728027,-73.987965,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"14,536","43,667","172,701","23,686","178,930","202,616",469,"1,409","5,571",764,"5,772","6,536"
mn-03-123816,mn,3,123816,91 3 AVENUE,40.732039,-73.987938,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.73%,"23,427","62,014","205,912","36,016","314,856","350,871",756,"2,000","6,642","1,162","10,157","11,318"
mn-03-123820,mn,3,123820,54 2 AVENUE,40.725641,-73.989698,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"28,409","97,555","264,120","42,683","300,455","343,138",916,"3,147","8,520","1,377","9,692","11,069"
mn-03-128751,mn,3,128751,124 2 AVENUE,40.72823169,-73.98781752,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"9,024","18,103","66,400","5,829","68,662","74,491",291,584,"2,142",188,"2,215","2,403"
mn-03-131017,mn,3,131017,131 2 AVENUE,40.72848039,-73.98787592,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"15,658","36,381","120,003","20,272","150,532","170,804",505,"1,174","3,871",654,"4,856","5,510"
mn-03-133426,mn,3,133426,178 CANAL STREET,40.71665239,-73.99764592,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"37,924","89,141","255,852","47,763","246,231","293,994","1,223","2,876","8,253","1,541","7,943","9,484"
mn-03-133442,mn,3,133442,145 4 AVENUE,40.73412708,-73.98977798,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"41,338","99,304","248,034","50,765","269,844","320,609","1,333","3,203","8,001","1,638","8,705","10,342"
mn-03-133516,mn,3,133516,83 3 AVENUE,40.73177664,-73.98813515,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,588","28,793","73,983","10,703","116,543","127,247",438,929,"2,387",345,"3,759","4,105"
mn-03-136018,mn,3,136018,46 3 AVENUE,40.7306716,-73.98924679,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"18,714","36,897","92,757","11,104","103,855","114,959",604,"1,190","2,992",358,"3,350","3,708"
mn-03-136971,mn,3,136971,344 EAST 11 STREET,40.72944908,-73.98430909,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"9,601","25,879","67,037","10,925","57,279","68,204",310,835,"2,162",352,"1,848","2,200"
mn-03-137104,mn,3,137104,66 3 AVENUE,40.73157049,-73.98857914,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"17,107","38,224","110,248","14,878","125,963","140,841",552,"1,233","3,556",480,"4,063","4,543"
mn-03-137173,mn,3,137173,145 ORCHARD STREET,40.72048554,-73.98908323,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,284","66,026","203,127","84,083","393,717","477,800",525,"2,130","6,552","2,712","12,701","15,413"
mn-03-137382,mn,3,137382,68 2 AVENUE,40.726049,-73.989403,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,842","49,966","226,194","36,653","416,417","453,070",543,"1,612","7,297","1,182","13,433","14,615"
mn-03-137963,mn,3,137963,122B ORCHARD STREET,40.71950376,-73.98947427,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"7,469","30,996","130,774","44,201","352,686","396,887",241,"1,000","4,219","1,426","11,377","12,803"
mn-03-138508,mn,3,138508,55 3 AVENUE,40.731015,-73.988685,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,897","45,745","140,686","19,370","133,925","153,295",577,"1,476","4,538",625,"4,320","4,945"
mn-03-138537,mn,3,138537,35 3 AVENUE,40.73023165,-73.98926217,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"38,665","106,919","311,570","54,500","355,843","410,343","1,247","3,449","10,051","1,758","11,479","13,237"
mn-03-138573,mn,3,138573,175 2 AVENUE,40.73053706,-73.98638945,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"10,356","19,509","89,803","10,438","115,504","125,943",334,629,"2,897",337,"3,726","4,063"
mn-03-138575,mn,3,138575,192 2 AVENUE,40.73108,-73.985739,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"13,190","31,219","93,203","12,492","105,437","117,929",425,"1,007","3,007",403,"3,401","3,804"
mn-03-138878,mn,3,138878,80 1 AVENUE,40.72529099,-73.98684237,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,019","30,310","77,609","13,747","91,444","105,191",452,978,"2,504",443,"2,950","3,393"
mn-03-138884,mn,3,138884,180 1 AVENUE,40.72921987,-73.98397945,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"16,796","42,852","99,273","10,812","65,338","76,149",542,"1,382","3,202",349,"2,108","2,456"
mn-03-139034,mn,3,139034,220 1 AVENUE,40.73076722,-73.98284709,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"21,707","43,302","109,692","12,733","99,514","112,247",700,"1,397","3,538",411,"3,210","3,621"
mn-03-139058,mn,3,139058,29 1 AVENUE,40.72380705,-73.98822418,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,032","30,627","84,209","20,327","87,424","107,750",453,988,"2,716",656,"2,820","3,476"
mn-03-139455,mn,3,139455,242 EAST 10 STREET,40.728824,-73.98468,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,087","28,346","88,042","20,456","116,016","136,472",390,914,"2,840",660,"3,742","4,402"
mn-03-139623,mn,3,139623,401 EAST 12 STREET,40.72996268,-73.9832813,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,833","30,689","96,882","14,825","141,215","156,040",414,990,"3,125",478,"4,555","5,034"
mn-04-107675,mn,4,107675,871 8 AVENUE,40.76380275,-73.98515741,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"12,337","22,644","70,350","9,326","79,386","88,712",398,730,"2,269",301,"2,561","2,862"
mn-04-107976,mn,4,107976,184 11 AVENUE,40.748842,-74.0067043,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,830","39,854","133,364","37,127","186,615","223,742",575,"1,286","4,302","1,198","6,020","7,217"
mn-04-107977,mn,4,107977,221 8 AVENUE,40.74426003,-73.99939787,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",97.85%,"15,696","39,430","170,501","11,515","98,355","109,870",506,"1,272","5,500",371,"3,173","3,544"
mn-04-108002,mn,4,108002,233 8 AVENUE,40.74458405,-73.99915958,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"15,719","46,484","77,229","5,452","44,829","50,282",507,"1,499","2,491",176,"1,446","1,622"
mn-04-108085,mn,4,108085,100 WEST 26 STREET,40.74484704,-73.99167705,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"29,139","65,113","162,451","24,082","141,573","165,655",940,"2,100","5,240",777,"4,567","5,344"
mn-04-108109,mn,4,108109,523 8 AVENUE,40.75364209,-73.99256281,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"44,096","129,431","510,760","72,906","487,868","560,775","1,422","4,175","16,476","2,352","15,738","18,090"
mn-04-108137,mn,4,108137,301 WEST 30 STREET,40.74982748,-73.99552538,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"19,353","47,234","146,552","37,435","246,523","283,957",624,"1,524","4,727","1,208","7,952","9,160"
mn-04-108148,mn,4,108148,300 WEST 48 STREET,40.76107343,-73.98725149,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"26,924","65,548","243,135","57,762","396,247","454,009",869,"2,114","7,843","1,863","12,782","14,645"
mn-04-108485,mn,4,108485,705 8 AVENUE,40.75883097,-73.98877954,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"39,534","89,974","237,418","52,041","270,874","322,915","1,275","2,902","7,659","1,679","8,738","10,417"
mn-04-108509,mn,4,108509,238 8 AVENUE,40.74475,-73.998736,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"14,801","54,162","176,931","19,057","221,088","240,145",477,"1,747","5,707",615,"7,132","7,747"
mn-04-108537,mn,4,108537,159 8 AVENUE,40.742297,-74.00094,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,416","52,404","79,407","3,976","28,883","32,859",562,"1,690","2,562",128,932,"1,060"
mn-04-111683,mn,4,111683,531 6 AVENUE,40.73756051,-73.99684066,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",82.55%,"46,084","106,977","318,335","64,484","369,308","433,792","1,487","3,451","10,269","2,080","11,913","13,993"
mn-04-115165,mn,4,115165,183 7 AVENUE,40.74267426,-73.996549,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"13,598","28,190","73,816","10,099","55,025","65,124",439,909,"2,381",326,"1,775","2,101"
mn-04-122068,mn,4,122068,519 8 AVENUE,40.75342475,-73.9927184,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"31,623","82,344","260,068","43,490","337,076","380,567","1,020","2,656","8,389","1,403","10,873","12,276"
mn-04-122075,mn,4,122075,615 8 AVENUE,40.75587809,-73.99093285,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"92,748","277,286","849,420","183,532","1,058,996","1,242,527","2,992","8,945","27,401","5,920","34,161","40,082"
mn-04-122078,mn,4,122078,589 8 AVENUE,40.75528084,-73.99137086,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"36,041","100,429","320,649","48,295","267,400","315,695","1,163","3,240","10,344","1,558","8,626","10,184"
mn-04-122265,mn,4,122265,571 6 AVENUE,40.73863995,-73.99605667,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"27,670","55,074","130,528","23,973","97,471","121,444",893,"1,777","4,211",773,"3,144","3,918"
mn-04-122299,mn,4,122299,80 8 AVENUE,40.739846,-74.002305,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"36,065","91,482","134,886","16,643","70,634","87,277","1,163","2,951","4,351",537,"2,279","2,815"
mn-04-122427,mn,4,122427,125 WEST 14 STREET,40.73790583,-73.99792058,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,106","40,247","104,730","19,216","148,717","167,933",713,"1,298","3,378",620,"4,797","5,417"
mn-04-122456,mn,4,122456,653 10 AVENUE,40.76232841,-73.99364234,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"22,650","54,944","148,411","34,050","167,962","202,012",731,"1,772","4,787","1,098","5,418","6,517"
mn-04-122466,mn,4,122466,703 10 AVENUE,40.76338512,-73.99286971,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"20,533","54,933","214,007","90,684","349,326","440,010",662,"1,772","6,903","2,925","11,269","14,194"
mn-04-122470,mn,4,122470,829 10 AVENUE,40.76778999,-73.98965898,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"12,627","27,179","68,581","12,601","62,940","75,541",407,877,"2,212",406,"2,030","2,437"
mn-04-122475,mn,4,122475,747 10 AVENUE,40.76527687,-73.99149319,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"10,884","25,763","75,759","9,912","84,957","94,869",351,831,"2,444",320,"2,741","3,060"
mn-04-122482,mn,4,122482,849 10 AVENUE,40.76840586,-73.98921452,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",100.00%,"17,204","32,623","77,329","11,518","79,543","91,062",555,"1,052","2,494",372,"2,566","2,937"
mn-04-122503,mn,4,122503,969 8 AVENUE,40.76663812,-73.98309182,"LinkNYC Free Wi-Fi, LinkNYC Private, SONYC IOT",99.87%,"39,705","79,576","178,760","21,607","156,138","177,744","1,281","2,567","5,766",697,"5,037","5,734"
