Id,Id2,Geography,total_households,%_household_income_less_10_000,%_household_income_10_000_14_999,%_income_15_000_24_999,%_household_income_25_000_34_999,%_household_income_35_000_49_999,%_household_income_50_000_74_999,%_household_income_75_000_99_999,%_household_income_100_000_149_999,%_household_income_150_000_199_999,%_household_income_200_000_plus,household_income_median,household_income_mean,education_total_population,education_total_pop_high_school,education_total_pop_ged,education_total_pop_associates,education_total_pop_bachelors,education_total_pop_masters,education_total_pop_prof_degree,education_total_pop_doctorate,race_total_population,race_total_black_alone,race_total_black_alone,race_total_am_indian_alaskan_native_alone,race_total_asian_alone,race_total_native_hawaiian_other_pacific_islander_alone,race_total_some_other_race_alone,race_total_two_or_more_races,occupancy_total_population,occupancy_total_owner_occupied,occupancy_total_renter_occupied,insurance_percent,all_below_poverty_level_percent,hisporigin_total,hisporigin_not_hisp_or_latino,hisporigin_hisp_or_latino,median_gross_rent_as_%_of_household_income
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",3389,3.1,2.4,6.6,4.1,6.2,12.5,15.2,9.8,14.7,25.4,99671,173322,4671,313,43,125,2155,1294,306,112,5277,4609,75,16,292,0,83,202,5267,1333,3934,5.3,5,5277,5085,192,24.3
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",3547,4.3,4.2,4.7,2.7,3.1,9.5,7.4,26.4,7.9,29.9,124070,181211,5064,397,11,150,2158,963,751,115,7684,5735,516,6,1325,0,0,102,6277,2212,4065,3.1,8.1,7684,6917,767,25.7
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1218,0.5,2.3,1.5,1.2,3.7,10.5,9.7,8.4,12.7,49.5,198636,333609,1865,84,8,24,887,454,200,82,2568,2037,53,0,293,0,57,128,2228,1119,1109,1.5,6,2568,2407,161,14.6
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",4790,4.9,1.4,3.6,9.1,6.6,18.4,5.6,18.3,13.8,18.4,102939,126862,7042,566,70,144,2768,1890,915,180,8574,5581,526,0,1931,0,260,276,8420,1690,6730,5.6,12.5,8574,8100,474,28.8
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",3254,1.5,1.6,1.6,5.9,6.4,6.6,8.2,20.3,13.8,34.1,143462,220294,5184,360,7,128,2114,1146,678,185,6000,4946,162,0,731,4,13,144,5592,2071,3521,2.7,8.3,6000,5762,238,20.5
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",3862,6.9,1.7,2.5,2,7.3,11,13.5,20,18.7,16.5,108362,142054,5587,394,0,280,2769,1139,332,105,7224,5054,50,0,1777,0,0,343,6890,1622,5268,2.8,12.5,7224,7032,192,25.8
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",3812,4.4,1.7,5.3,5.2,6,11.3,13.3,16.2,13.4,23.2,106522,148685,5440,90,87,149,2853,1318,369,284,6019,5473,98,0,248,0,148,52,6012,1537,4475,4.5,8.5,6019,5490,529,28.5
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2180,5.7,2.1,2,3.4,10.5,8.2,9.9,12.7,11.1,34.4,135588,213166,2826,62,69,117,1167,696,316,204,3803,2978,61,0,565,0,87,112,3240,1182,2058,3.1,10.6,3803,3375,428,26.5
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2376,2.7,0,2.3,12.8,5.8,7.9,7.9,20.2,10.7,29.7,129924,199547,3459,136,0,109,1498,742,310,263,3990,3555,51,0,269,0,54,61,3964,2359,1605,2.2,5,3990,3730,260,25.9
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1064,14.8,2.2,5.5,2.6,3.5,12.7,10.3,16.4,8.6,23.5,89583,152229,1529,72,6,0,587,436,185,68,2055,910,81,12,996,0,42,14,2055,295,1760,5.6,18.3,2055,1968,87,31.7
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",3512,3.1,5,3.2,6.4,4.2,7.3,9.5,15,14.2,32.1,136731,213771,5390,315,48,27,2746,1155,535,195,5991,5339,45,0,378,0,13,216,5974,1918,4056,5,6.8,5991,5563,428,23.3
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",4685,4.7,4.9,5.1,4.2,3.7,13.1,7.7,20.2,15,21.4,118866,149878,6966,299,96,122,3450,1200,694,135,8610,5505,449,0,1956,0,0,700,8582,1789,6793,4.3,8.3,8610,7626,984,27.6
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",2500,8,5.8,7.4,3.1,4,12.2,8,7,5.8,38.9,110543,244014,3678,233,0,53,1806,747,404,122,4550,4308,40,15,156,0,14,17,4550,2255,2295,0.4,12.4,4550,4304,246,22.1
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3008,4,3.9,4.3,7.6,4.7,12.5,6.3,17.6,8.4,30.8,119167,170488,4313,176,0,60,2208,845,435,169,5013,4198,88,12,586,0,65,64,4896,2692,2204,3.9,7.4,5013,4718,295,33.3
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",4611,9,1.7,4.9,2.4,5.5,12.6,4.4,17.1,13,29.5,125625,212810,6956,382,25,137,2956,1907,567,376,8045,6765,291,0,782,0,25,182,7875,2746,5129,3.3,10.9,8045,7276,769,21.5
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",2147,2.3,3.2,5.4,2.6,5.4,6.8,9.9,21.3,12.8,30.4,131769,181664,2936,266,0,65,1294,695,320,105,3321,2115,62,0,952,20,114,58,3321,1488,1833,1.4,4.4,3321,3144,177,26.7
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",2101,17,4.1,7.5,13.5,1,7.1,9.9,13.4,9.3,17.2,69485,111737,3435,362,156,155,1401,371,89,0,4127,2472,796,60,193,0,296,310,4124,487,3637,13.8,22.9,4127,2619,1508,27.8
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",973,4,4.4,11.3,2.2,1.2,9,5.7,24.3,8.1,29.8,133142,170529,1508,81,5,31,621,446,181,43,1951,1004,79,0,749,0,15,104,1936,424,1512,6.4,14.6,1951,1856,95,37.1
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1309,0.5,2.4,1.6,3.8,1.4,6.7,7.6,24.5,13.1,38.4,152120,199479,2181,99,29,41,1010,421,346,104,2986,2130,55,14,704,0,16,67,2986,521,2465,6,5.2,2986,2754,232,24.8
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,-
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",2714,6.3,1,2.6,5,7.3,3.8,9.8,10.6,8.4,45.3,167607,292449,4178,170,33,136,1543,1036,687,219,4772,4116,29,0,399,0,31,197,4772,3194,1578,1.5,4.8,4772,4551,221,25.8
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",3837,6.4,1.7,1.4,5.1,3.3,8.4,7.7,12.7,17.6,35.6,153350,226837,5672,348,82,177,2602,990,576,302,6815,5493,85,0,579,0,478,180,6815,2713,4102,4.2,5.4,6815,5650,1165,25.3
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",4394,5.1,0.7,3.1,4.9,10.9,14.8,10,18,11.3,21.2,103667,151248,5943,100,27,195,2999,721,906,357,7047,5068,97,0,1535,0,92,255,7047,3550,3497,3.8,4.7,7047,6617,430,31.3
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",2720,9.1,1.2,2.6,4.5,5.6,10.5,12.4,18.3,12.5,23.2,102314,168514,3923,330,31,106,1225,1046,318,153,5255,3866,599,0,390,0,314,86,4917,1458,3459,2.6,18.9,5255,4572,683,24.5
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",4517,4.5,0.8,4.9,3.5,2.6,12.8,10.1,19.8,17.1,24,132390,170368,6496,377,15,65,3016,1779,217,377,7645,5847,192,0,1476,5,27,98,7451,2563,4888,6.8,7.9,7645,6932,713,24.7
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",3905,7.1,7.1,3.9,2.5,8,11.5,3.1,17.4,5.3,34.1,116653,197927,5441,141,5,300,2552,1079,482,143,6662,4654,418,0,1374,0,36,180,6556,2304,4252,4.4,15,6662,6264,398,25.3
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1100,2.3,1.8,7.2,0.7,8.5,14.5,7.3,12.7,11.5,33.4,122500,179800,1512,57,0,12,739,263,149,113,1691,1291,35,0,317,0,24,24,1683,162,1521,3.3,4.5,1691,1613,78,23.5
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5255,6.5,2.6,13.4,3.7,10.1,13,10.6,11.6,7.7,20.8,75862,155235,7668,964,127,138,2697,1903,461,383,9916,6736,1738,0,1101,0,275,66,9903,3991,5912,3,18.4,9916,8329,1587,28.9
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",38,0,0,21.1,0,0,34.2,0,0,0,44.7,-,136416,46,9,0,0,22,11,0,0,56,56,0,0,0,0,0,0,56,0,56,23.2,0,56,56,0,30.8
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1254,10.4,6.1,0.7,0.6,3.5,8.1,6.9,14.6,8.3,40.8,141971,227474,1929,92,38,18,754,595,186,45,3471,2654,114,20,588,0,6,89,2531,806,1725,4.8,16.4,3471,3170,301,20
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",103,13.6,0,0,0,22.3,0,4.9,21.4,18.4,19.4,126563,204322,124,0,0,14,70,19,17,4,124,85,0,14,21,0,0,4,124,22,102,0,11.3,124,120,4,25.2
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2798,12.1,8.4,9.8,5.9,13.5,16.3,8.7,12.1,4.6,8.5,51500,98169,4367,714,127,132,1032,1091,240,121,5233,3321,432,23,1102,0,172,183,5202,2202,3000,7.7,21.8,5233,3937,1296,27.9
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",4190,1.6,1.1,6.1,1.3,5.4,13.7,9.2,13.7,12,35.8,134500,216693,6294,361,15,114,2143,1631,875,159,7350,6216,171,8,789,0,79,87,7246,3572,3674,2.1,4.6,7350,6707,643,25.6
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",3402,5,3.1,5,3.2,5.7,10.4,8.3,15.9,11.6,31.6,126842,201193,4877,213,9,88,2437,1081,374,50,5733,3749,301,8,1323,0,146,206,5691,620,5071,7.4,8.4,5733,5137,596,26.2
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1160,5.4,2.5,4,5.6,3.3,14.7,12.5,17.7,9.6,24.8,106705,162655,1550,93,1,25,916,198,127,104,1771,1391,32,7,215,0,104,22,1756,351,1405,3.6,6.8,1771,1623,148,29.6
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",823,5,1.2,6.3,4.9,8.5,6.8,5.5,14.1,10.9,36.8,148348,189618,1045,84,14,10,453,220,91,30,1225,676,91,0,429,0,5,24,1151,14,1137,5.9,11.8,1225,1130,95,24.6
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",56,7.1,0,7.1,0,0,0,0,32.1,37.5,16.1,167500,145568,104,6,0,9,56,12,6,13,126,90,2,22,7,0,0,5,113,51,62,0,6.3,126,115,11,32.7
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1071,6.4,2,3.8,3.3,4.8,17.5,14.7,19.1,13.1,15.4,98901,115669,1363,44,26,52,647,330,127,25,1674,1130,90,4,324,5,10,111,1666,160,1506,5.9,10.4,1674,1531,143,29.1
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",592,4.2,2,5.6,3.2,2.2,13.3,10.8,26.2,8.8,23.6,120217,196529,935,80,34,20,321,244,100,24,1008,729,25,0,194,11,49,0,999,536,463,0.9,10.2,1008,926,82,28.2
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",4241,5.8,2.2,6.9,1.7,11.1,9.4,3.8,14.1,7.2,37.9,126607,301578,6163,388,0,84,2450,967,1117,221,6742,6149,23,21,469,0,0,80,6742,5159,1583,1,4.6,6742,6515,227,35.2
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2262,1.2,3,2.4,2.3,3.8,17.6,6.7,16.8,10.7,35.5,134943,192170,3744,107,0,73,1057,695,913,538,4655,3966,220,0,423,0,17,29,4641,953,3688,1.3,2.5,4655,4248,407,26.1
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",4844,3,1.4,3.4,1.1,2,14.1,8.3,17.4,14.3,35.1,144881,243757,7590,145,0,116,3422,1754,1101,448,9084,7623,97,0,1261,0,0,103,8569,3335,5234,2.1,3.4,9084,8632,452,19.3
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",91,5.5,2.2,0,0,2.2,0,14.3,20.9,29.7,25.3,160511,164613,142,1,13,1,39,77,2,9,179,111,13,1,49,0,0,5,174,61,113,16.8,10.6,179,176,3,18.8
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",4073,3.5,4.7,7,5.4,4.9,13,4.7,16.8,9.9,30.1,114597,182766,6042,353,79,80,2573,1381,711,135,7460,6178,275,0,825,0,40,142,7442,1501,5941,4.9,6.1,7460,6970,490,22.6
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",2684,6.9,4.6,5.2,6.6,4.6,8.5,9.8,25,12,16.8,105887,136904,4249,239,23,150,1623,744,418,101,5012,3111,367,0,1241,0,110,183,4975,484,4491,6.1,14.5,5012,4087,925,24.2
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",492,4.1,3,6.1,5.5,5.1,8.5,5.3,16.1,8.1,38.2,135769,251130,749,107,7,36,245,180,60,63,804,689,12,6,76,15,0,6,804,183,621,2.9,6,804,753,51,22.3
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",162,0,5.6,0,2.5,2.5,4.9,4.3,25.9,11.1,43.2,163750,309907,231,4,0,3,120,52,9,12,266,206,13,0,43,0,0,4,266,191,75,7.9,3,266,241,25,16.8
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",665,3.9,4.5,6,0,4.1,10.5,10.1,14.1,6.5,40.3,124050,253607,1025,13,12,25,547,237,49,71,1228,916,42,0,238,0,14,18,1228,380,848,4.4,7.4,1228,1176,52,21.3
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",62,4.8,6.5,0,0,14.5,6.5,17.7,16.1,8.1,25.8,110000,188985,93,0,6,3,48,3,3,4,115,21,26,0,65,0,0,3,83,35,48,7.8,24.3,115,115,0,22.5
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",654,2.6,1.8,5.7,0,6.1,5.4,4.4,9.6,9.3,55,233646,342497,1039,70,10,19,450,165,134,88,1224,1109,8,0,92,0,0,15,1209,645,564,0.1,3.9,1224,1170,54,16.9
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1135,3.3,2.8,2.4,6,3.5,11.8,10.7,8.3,12.2,38.9,155353,258634,1617,49,0,35,653,459,187,70,1910,1740,0,0,105,0,17,48,1910,1528,382,2.2,5.3,1910,1832,78,20.1
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",1774,8.6,1.2,5.4,4.6,5,9.4,10.7,16.9,8.1,30.2,122143,187837,2716,257,17,71,1094,611,165,129,3569,1865,395,15,1029,0,122,143,3235,598,2637,11.1,16.7,3569,2821,748,24.5
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",1838,5.8,0.5,6.3,2.1,14.6,17.3,7.6,16.9,7.5,21.4,84038,152043,2599,253,0,70,820,665,402,213,3490,2583,174,27,554,0,47,105,3357,702,2655,2.2,3.8,3490,3330,160,26.9
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",2418,5.4,1.4,5.1,2.4,9.6,5.6,5.6,22.8,16.7,25.4,124964,147732,3389,257,31,66,1325,889,152,194,3942,2438,216,0,884,0,338,66,3937,0,3937,4.8,7.9,3942,3049,893,27.6
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",4884,4.8,2,4.1,5.4,4.1,9.9,9.2,18.6,10.1,31.8,122537,234429,7067,547,52,105,3027,1483,974,216,8604,7795,1,0,705,0,0,103,8580,3104,5476,2.1,6.2,8604,8063,541,28
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",957,26.6,18.3,25.8,6.8,17,0,3.6,0.9,0,0.9,16394,24435,999,272,38,59,133,48,19,0,1027,389,511,0,19,0,57,51,1027,0,1027,1.7,44.9,1027,736,291,32.4
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",1769,2.4,0,2.5,0.7,8.1,8.8,10.1,9,14.6,43.8,187292,296966,2800,85,24,25,1303,624,420,118,3335,3197,95,0,31,0,12,0,3230,2717,513,1.4,4.2,3335,3155,180,19.3
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",4732,5.4,8.5,8.8,9.1,9,10.5,11.5,14.9,9.6,12.7,69507,92869,6912,310,3,230,3228,1423,255,171,8505,6555,490,0,860,0,417,183,8442,468,7974,4.7,11.7,8505,6899,1606,26.7
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",1754,7.1,0,0.8,2.5,5.6,12.6,8.7,11.7,10.1,41,156827,329905,2617,164,0,67,1164,667,190,101,2963,2951,0,0,12,0,0,0,2963,2254,709,0.5,5,2963,2735,228,27.8
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",5455,7.5,2.6,0.7,2.4,3.5,16.2,7.7,17.5,10.8,31.1,125466,200955,8008,297,66,148,3185,1953,1114,512,10194,7868,256,3,1022,16,756,273,9670,3340,6330,2.1,5.5,10194,8920,1274,25.2
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",1458,9.7,1.9,0.5,9.5,4.2,4.6,3.7,19,12.8,34.2,141875,181453,2088,113,27,26,932,559,229,26,2489,1517,9,0,885,0,16,62,2486,128,2358,5.4,11.8,2489,2294,195,25.1
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",7342,3.2,1.2,5,5.5,4.2,8.6,12.7,12,11.3,36.3,133878,194312,10596,432,41,519,4158,2370,1349,644,12920,10092,213,216,1973,0,126,300,12899,5120,7779,2.6,2.1,12920,12183,737,24
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",3711,8.2,2.9,5.7,10.3,6.3,16.8,14.5,12.1,9.7,13.6,74236,116245,5662,568,28,257,2606,982,371,97,6403,4217,484,140,917,0,604,41,6265,1414,4851,4.7,13.6,6403,4853,1550,33.4
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",2816,5,2.5,5.2,4.9,2.1,6.3,6.6,13.4,9,45,165049,356828,4613,213,65,103,1595,1241,722,246,5950,5398,10,0,130,0,195,217,5930,5178,752,0.6,6.3,5950,5269,681,30.2
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",3741,7.5,2.7,7.2,7.7,6.8,4,6.9,18.2,13.8,25,118954,149996,5272,149,6,149,2042,1419,616,108,6294,4359,316,11,1217,0,269,122,6113,1195,4918,8.1,18.1,6294,5388,906,27.4
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",1807,7.5,0.9,3.4,0.8,6.5,6.9,9.2,6.9,9.6,48.3,190208,389664,2838,109,0,67,782,864,474,222,3399,3111,9,0,185,0,20,74,3379,2516,863,2.6,7.6,3399,3260,139,25.9
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",1761,7.6,6.9,4.4,2.2,3.7,10.1,13.3,16,10.6,25.2,105144,141493,2377,175,24,79,988,657,228,63,2749,2024,50,0,598,0,66,11,2740,406,2334,5.6,11.5,2749,2377,372,28.1
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",5667,7,1.4,3.4,5,7,15.9,17.9,17.2,5.7,19.6,89282,129018,8253,328,0,435,3972,1919,443,299,10818,8529,0,0,614,96,1235,344,10818,2209,8609,10.1,6.2,10818,7942,2876,31.3
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",2980,6.3,5.6,5.1,6,6.9,14.1,13,14.9,16.3,11.8,83382,119658,4321,384,61,195,1920,693,347,94,5038,3376,235,15,876,6,253,277,4947,607,4340,6.7,15.9,5038,3714,1324,27.3
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",6720,5.1,4,8.3,5.2,9.4,5.9,13.2,14.5,5.6,28.9,96591,187890,9552,540,2,288,3946,3066,771,44,11698,9778,229,0,1101,0,236,354,11677,4800,6877,3.4,11.8,11698,11401,297,31.2
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",4357,7.9,6.8,10.9,5.8,9.2,13.4,7.4,13.3,9.5,15.7,64654,111614,6600,1235,116,272,1981,908,521,114,7924,5179,951,15,973,0,585,221,7735,198,7537,6,18.8,7924,5222,2702,26.5
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",8308,4,4.3,4.2,1.9,7.6,12.6,12.5,18.7,13,21.3,105867,180505,13253,161,0,779,5592,3305,1196,449,16147,14516,446,0,626,0,260,299,16126,5334,10792,4,3.9,16147,14823,1324,29.9
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",3370,6.6,2.4,4.9,3.7,6.4,5.4,8.8,13.4,11.9,36.4,148761,215617,5244,155,41,79,2015,1743,395,270,6213,4582,191,21,969,21,185,244,6176,1935,4241,3.6,5.7,6213,5612,601,25.3
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7245,1.6,3.6,4.9,2.7,2,12.3,9.2,26.5,10.7,26.6,132087,163166,11416,737,141,586,5519,2342,1027,516,13256,11027,173,0,1716,0,6,334,12681,3068,9613,5.3,8.2,13256,12645,611,24.7
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",6135,7.5,1.5,7.9,8.1,4.8,6.3,11.2,21.5,10.2,21.1,101912,146762,8464,455,86,566,3162,2107,634,265,9600,6328,456,37,1699,0,562,518,9588,2480,7108,4.7,9.7,9600,8818,782,28.3
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",3885,1.9,1.8,3.9,4.9,2,12.2,7.1,15,7.7,43.4,153906,308415,6266,343,0,91,2160,1876,990,243,7773,6997,101,0,492,0,48,135,7773,3976,3797,0.8,2.8,7773,7246,527,25.7
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",2205,3.4,0.7,2.9,3.3,6.7,7.3,8.7,9.1,7.5,50.3,208024,456020,3708,205,16,56,1176,1040,568,271,4583,4184,11,0,263,0,10,115,4556,2920,1636,3.8,2.8,4583,4500,83,19
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,0,0,0,0,0,4,1,2,0,0,0,0,1,0,0,0,0,66.7,4,3,1,-
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2775,5.4,0.7,2.7,5.3,9.5,11.6,10.5,14,8,32.4,103646,221057,4435,167,71,348,1526,1042,677,219,5346,4786,21,0,413,0,24,102,5346,2563,2783,4.5,5.6,5346,5059,287,27.4
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",3904,3,0.9,3.9,3.3,8.6,8.9,12.9,23.1,9.4,26.1,126442,211075,6052,128,15,201,2352,1777,1011,240,7466,6499,227,0,514,0,84,142,7453,2548,4905,2.3,4.8,7466,7348,118,27.6
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",2901,6,2.3,2.8,3.7,3.4,8.5,9.5,11.3,13,39.5,159222,310903,4467,161,87,73,1376,1363,729,241,5858,4360,453,0,802,0,58,185,4968,1705,3263,2.2,6.3,5858,5267,591,21.9
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2603,4.9,2.3,6.8,2,1.9,10.6,12.1,19.2,13.2,27.2,111853,176355,3913,123,65,186,1730,889,445,247,4468,3608,6,25,742,0,30,57,4436,578,3858,7.2,5.6,4468,3928,540,27.8
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",4542,2.2,2.9,3.5,2.4,8.4,20.6,13.2,15.4,6.9,24.5,95227,149075,6139,100,0,231,2822,1507,747,389,7330,6638,24,0,575,0,50,43,7330,2345,4985,0.8,4.7,7330,6547,783,27.1
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1574,4.9,1.1,2.5,0,1.8,8.2,9.4,11.4,15.9,44.9,190167,262028,2780,43,0,55,754,909,673,173,3436,2233,69,0,917,0,25,192,3436,427,3009,1.2,5.5,3436,2978,458,19.2
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1553,2,2.5,5.3,1.7,6,6.4,10.9,14.6,10,40.4,154306,282520,2484,72,48,79,886,671,421,143,3198,2741,11,11,268,0,32,135,3198,1491,1707,0.7,4.5,3198,2950,248,25
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",3409,3.9,1.8,5.8,6.7,4.8,8.9,7.5,18.4,10.8,31.2,124250,236507,5353,230,13,130,2306,1469,571,193,7000,5730,19,0,714,0,120,417,7000,3227,3773,3,5.1,7000,6358,642,24.1
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",3030,4.1,0,5.2,5.1,3.3,7.4,4.8,18.7,16.5,34.9,155935,283737,4523,240,0,83,1142,1628,588,387,5560,4639,63,0,736,18,46,58,5160,2316,2844,4.5,5.3,5560,4876,684,23.6
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1080,7.3,3.3,1.9,4.4,3.5,1.7,13.3,14.5,10.5,39.4,149861,244973,1699,47,13,29,616,432,273,153,2238,1947,0,0,261,0,0,30,2238,1321,917,2.8,9.1,2238,2102,136,19.8
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2315,4.5,1.2,1.9,1.9,3.3,3.2,13.8,13.2,6.4,50.7,205145,349330,4094,217,24,29,1295,1236,732,299,5119,4787,44,0,207,0,32,49,5114,3729,1385,1.8,3.5,5119,4476,643,22.4
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",4329,8.5,11.7,13.8,4.1,5,10.6,16.4,8,4.5,17.5,61595,124284,6601,804,141,388,1739,1293,691,127,8332,4050,1307,26,1397,0,1323,229,8332,1109,7223,4.4,20.9,8332,5790,2542,25.2
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",3858,14.1,2.6,9.3,6.2,6.7,8.6,6.9,12.5,10.1,23,85428,136663,5901,521,160,337,1858,1304,483,173,7644,5161,837,0,539,0,640,467,7644,1292,6352,5.5,14.8,7644,5359,2285,25.5
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",5084,3.1,1,1.1,4.5,4.4,5.5,10,18.9,13.2,38.4,155000,246571,7601,405,108,221,2710,2223,836,509,9724,7957,61,21,1191,0,71,423,9716,4648,5068,2.9,2.9,9724,8902,822,22
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",7737,2.6,2.3,5.9,3.4,8.9,15.5,13.7,17.7,9.6,20.3,93078,130162,12162,912,148,164,4990,2389,1861,658,15218,11423,847,0,1437,0,348,1163,15211,4538,10673,2.4,5.2,15218,13207,2011,27.3
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",5513,4,1.1,4.9,7.1,4.6,13.3,9.4,16.9,11.4,27.4,109827,192970,8288,372,55,209,2663,2955,913,465,9882,8334,109,0,1085,0,178,176,9882,6502,3380,3.5,7.8,9882,9789,93,23.4
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2655,7.6,1.7,4.5,3.9,7.3,18.5,12.5,13.7,9.2,21.1,89057,134532,4736,549,128,83,1830,688,645,241,5557,4187,338,0,925,0,73,34,5538,126,5412,8.5,11.1,5557,4936,621,28.2
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",1041,8.5,16.1,9.5,1.5,10,12.6,1.9,10,11.8,18.1,56458,127641,1847,208,96,114,285,243,144,91,2617,1229,665,0,363,53,213,94,2496,277,2219,3.8,31.4,2617,1640,977,25.9
