Id,Id2,Geography,total_households,%_household_income_less_10_000,%_household_income_10_000_14_999,%_income_15_000_24_999,%_household_income_25_000_34_999,%_household_income_35_000_49_999,%_household_income_50_000_74_999,%_household_income_75_000_99_999,%_household_income_100_000_149_999,%_household_income_150_000_199_999,%_household_income_200_000_plus,household_income_median,household_income_mean,education_total_population,education_total_pop_high_school,education_total_pop_ged,education_total_pop_associates,education_total_pop_bachelors,education_total_pop_masters,education_total_pop_prof_degree,education_total_pop_doctorate,race_total_population,race_total_black_alone,race_total_black_alone,race_total_am_indian_alaskan_native_alone,race_total_asian_alone,race_total_native_hawaiian_other_pacific_islander_alone,race_total_some_other_race_alone,race_total_two_or_more_races,occupancy_total_population,occupancy_total_owner_occupied,occupancy_total_renter_occupied,insurance_percent,all_below_poverty_level_percent,hisporigin_total,hisporigin_not_hisp_or_latino,hisporigin_hisp_or_latino,median_gross_rent_as_%_of_household_income
1400000US36005026100,36005026100,"Census Tract 261, Bronx County, New York",1008,3.6,0.7,8.1,9.2,14.5,18.7,16.7,20.5,5.7,2.4,68971,80066,1558,314,35,85,464,143,64,26,1969,243,1109,3,45,0,428,141,1909,1561,348,2.6,3.8,1969,1155,814,23.5
1400000US36005026300,36005026300,"Census Tract 263, Bronx County, New York",2248,20,10.1,15.7,12.9,16,13,5.5,2.9,2.3,1.7,28411,40502,4369,993,228,311,345,41,73,44,5993,1174,1312,178,0,0,3036,293,5592,336,5256,19.4,30.8,5993,1716,4277,45.1
1400000US36005026400,36005026400,"Census Tract 264, Bronx County, New York",1857,5.8,4.1,7.7,9,10.9,22.6,12.9,15.7,6.3,5,61603,86097,4022,1149,159,204,713,214,148,37,5519,2549,373,0,691,0,1683,223,5519,3103,2416,14.9,5.5,5519,2872,2647,40.6
1400000US36005026500,36005026500,"Census Tract 265, Bronx County, New York",2156,7.7,13,19.6,9.7,15.3,13.8,15.7,2,1.5,1.6,34919,48353,5341,1433,171,332,564,79,21,0,8499,1285,733,0,485,0,5575,421,8419,103,8316,18.1,27.9,8499,1715,6784,40.9
1400000US36005026601,36005026601,"Census Tract 266.01, Bronx County, New York",1373,3.1,3.4,11.3,12.5,15.8,22,15.7,13.3,2.4,0.5,53854,66475,2397,798,107,150,357,147,16,20,3377,1786,185,0,258,0,1008,140,3377,902,2475,6.4,11.8,3377,1515,1862,29.3
1400000US36005026602,36005026602,"Census Tract 266.02, Bronx County, New York",2570,7.2,12.7,7.7,13.5,8.5,15.1,20.8,7.2,6.8,0.4,50300,59192,4127,764,360,234,649,352,36,0,5714,3161,516,91,130,0,1574,242,5707,1844,3863,10.3,17.4,5714,2770,2944,29
1400000US36005026701,36005026701,"Census Tract 267.01, Bronx County, New York",1283,12.4,6.9,17.1,7.2,10.6,22,10.6,10.4,2.8,0,42266,51046,2694,713,114,37,488,93,18,16,4101,402,623,102,674,0,1960,340,4101,18,4083,17,26.1,4101,1263,2838,35.5
1400000US36005026702,36005026702,"Census Tract 267.02, Bronx County, New York",2540,16.6,8.4,12.1,12.3,16.7,17.2,10.3,3.8,2,0.6,35315,48875,4198,801,330,257,472,313,16,26,7115,1027,1559,8,82,0,4225,214,7101,521,6580,14.1,34,7115,1491,5624,46.5
1400000US36005026900,36005026900,"Census Tract 269, Bronx County, New York",1401,15.1,8.1,7.1,11.6,17.5,16.6,14.8,6.9,0.9,1.4,38469,49003,2399,554,149,149,359,155,48,0,3802,562,638,35,143,0,2300,124,3771,574,3197,11.2,22.8,3802,806,2996,31.7
1400000US36005027300,36005027300,"Census Tract 273, Bronx County, New York",2639,16.8,3.4,18.8,9.5,11.6,18.2,8.5,10.3,2.9,0,38018,49038,5174,726,291,271,603,307,114,94,7732,1388,1929,19,181,0,3547,668,7502,622,6880,13.5,25.3,7732,1958,5774,42
1400000US36005027401,36005027401,"Census Tract 274.01, Bronx County, New York",1698,2.2,2.1,7.2,2.9,5.4,14.5,20.1,21.6,13,11.1,93250,114603,3685,985,195,395,590,414,25,17,4961,4085,67,0,161,0,305,343,4961,3957,1004,3.9,3.8,4961,3821,1140,22.5
1400000US36005027402,36005027402,"Census Tract 274.02, Bronx County, New York",1352,4.7,7,8.3,7.8,8,16.1,10,22.6,7.2,8.1,74063,88875,2853,845,77,143,480,205,12,53,3460,2890,38,0,107,0,329,96,3221,1874,1347,4.3,19.5,3460,2663,797,36
1400000US36005027600,36005027600,"Census Tract 276, Bronx County, New York",10,30,0,0,0,0,70,0,0,0,0,-,45110,18,4,0,3,0,0,0,0,36,22,7,0,0,0,0,7,36,29,7,0,19.4,36,29,7,-
1400000US36005027700,36005027700,"Census Tract 277, Bronx County, New York",1758,11.8,12.2,11.6,13,11.9,19.1,2.1,15.9,1.7,0.6,39554,49203,3415,1098,51,178,279,188,49,10,5674,1013,917,115,153,0,3301,175,5662,661,5001,18.2,30.9,5674,1515,4159,41.3
1400000US36005027900,36005027900,"Census Tract 279, Bronx County, New York",2626,5.9,2.7,9.4,7.8,12,23.8,19.2,13.2,4.1,2,58472,68146,5391,633,212,323,995,470,120,130,7350,2359,1132,147,351,24,2917,420,6915,1999,4916,8.6,13.5,7350,2682,4668,29.3
1400000US36005028100,36005028100,"Census Tract 281, Bronx County, New York",1722,2.4,4.2,10.3,7.3,12.9,26.1,17.9,13,1.2,4.6,62958,72529,3371,560,162,244,519,633,20,33,4314,2165,791,31,115,19,1053,140,4063,2499,1564,4.6,6.2,4314,2272,2042,30.6
1400000US36005028300,36005028300,"Census Tract 283, Bronx County, New York",1150,14.5,15.7,20.7,8.2,15,7.2,4,11.2,3.4,0,24745,41822,1912,420,132,60,146,187,0,16,2927,749,918,0,1,0,1163,96,2922,160,2762,9.9,36.6,2927,1048,1879,31.2
1400000US36005028400,36005028400,"Census Tract 284, Bronx County, New York",20,0,0,15,0,20,0,0,65,0,0,-,75885,575,155,43,27,53,0,0,0,595,189,183,5,15,0,184,19,101,3,98,44.3,36.5,595,396,199,-
1400000US36005028500,36005028500,"Census Tract 285, Bronx County, New York",1582,8.3,8.3,9.1,7.3,9.2,27.9,5.9,14,7.7,2.3,60078,77634,2453,241,106,135,806,233,197,88,3377,2207,181,17,323,0,409,240,3377,552,2825,5.8,17.7,3377,2156,1221,29.1
1400000US36005028600,36005028600,"Census Tract 286, Bronx County, New York",470,9.1,1.5,6.6,2.3,4.3,17.7,23.4,17.4,10.9,6.8,88000,90094,895,188,18,83,188,80,58,88,1284,903,21,0,125,0,197,38,1284,724,560,5.5,17.1,1284,895,389,26.3
1400000US36005028700,36005028700,"Census Tract 287, Bronx County, New York",1198,5.7,6.2,6,9.8,14.1,20.7,10.6,21.5,2.5,2.9,54531,71035,2221,655,56,87,447,169,32,0,3332,1256,457,21,226,0,1190,182,3325,715,2610,8.2,13.3,3332,1548,1784,30.5
1400000US36005028800,36005028800,"Census Tract 288, Bronx County, New York",1111,2.1,4.5,6,3.8,3.1,22.7,7.7,17.5,12.3,20.3,102601,124964,2415,684,51,87,492,283,150,71,3274,2423,175,0,288,0,234,154,3265,2159,1106,7.9,8.4,3274,2727,547,23.1
1400000US36005028900,36005028900,"Census Tract 289, Bronx County, New York",1874,5,8.1,13.9,3.6,17.1,22,12.5,11.7,3.1,2.9,51414,62497,3364,473,140,253,744,163,28,106,4646,1892,478,0,125,0,1872,279,4446,785,3661,16,12,4646,1354,3292,29.4
1400000US36005029301,36005029301,"Census Tract 293.01, Bronx County, New York",912,3.9,1.1,2.4,6.6,9.2,15.6,12.2,13.6,10.9,24.6,97955,150343,1583,162,29,76,445,382,155,89,1835,1412,137,0,25,0,147,114,1636,1384,252,5.1,8.6,1835,1544,291,27.5
1400000US36005029302,36005029302,"Census Tract 293.02, Bronx County, New York",2711,1.4,1.3,6,3.7,5.5,13.1,18,26.1,10.9,13.9,100996,126098,4660,481,91,241,1196,1000,384,285,5838,4117,573,0,138,0,569,441,5699,3493,2206,1.7,2.7,5838,4525,1313,24.2
1400000US36005029500,36005029500,"Census Tract 295, Bronx County, New York",1996,2.3,1.8,3.2,5.2,10.3,15.5,13.7,26.8,13.5,7.9,93839,119510,3463,412,106,123,1092,752,121,103,4614,2860,588,0,246,0,523,397,4595,1981,2614,2.1,6.1,4614,3544,1070,27.2
1400000US36005029600,36005029600,"Census Tract 296, Bronx County, New York",682,8.9,2.6,1.9,7.6,18.3,28.6,15.8,4.4,5.3,6.5,56064,80688,1200,216,23,77,225,188,90,164,1650,568,341,19,505,0,187,30,1526,250,1276,2.5,9.1,1650,1239,411,30.5
1400000US36005029700,36005029700,"Census Tract 297, Bronx County, New York",1647,1.7,4.7,6.1,4.6,10.5,12.5,17.3,25,5.2,12.3,91099,109747,2854,333,54,101,851,748,179,144,3791,2861,231,0,191,43,383,82,3595,2147,1448,4.6,4.9,3791,2969,822,26.3
1400000US36005030000,36005030000,"Census Tract 300, Bronx County, New York",2605,3.3,11.6,7.7,14.8,10.4,18.8,8.5,17.5,6.1,1.2,52546,65655,4062,1031,109,314,657,336,12,200,5687,2547,470,0,729,0,1731,210,5674,1587,4087,5,13.8,5687,3032,2655,32.9
1400000US36005030100,36005030100,"Census Tract 301, Bronx County, New York",490,10,7.6,12,4.3,1,11,13.9,12.2,17.6,10.4,85500,112302,1151,237,21,26,228,210,70,33,1314,849,124,0,57,0,205,79,937,592,345,1.7,9.6,1314,867,447,29.1
1400000US36005030200,36005030200,"Census Tract 302, Bronx County, New York",4222,4.8,1.5,5.8,8.9,19.3,27.9,16.2,10.9,3.6,1.2,59105,65709,7267,1086,414,790,1228,782,226,23,9613,965,6552,0,116,0,1922,58,9595,5212,4383,6.4,7.8,9613,7297,2316,27.8
1400000US36005030701,36005030701,"Census Tract 307.01, Bronx County, New York",2503,3,2.3,5.3,6.4,6.3,13.3,20.8,11.3,7.2,24.2,87188,145055,4112,389,33,187,1116,827,447,391,5580,4290,440,0,170,0,580,100,5580,2304,3276,1.5,7.3,5580,4679,901,22.5
1400000US36005030900,36005030900,"Census Tract 309, Bronx County, New York",1306,1.9,2.1,8.3,4.4,12.7,9.7,12.7,19.8,12.3,16,93750,132192,2887,534,14,102,581,646,209,154,3582,2974,303,19,129,0,114,43,2883,1748,1135,1.7,5.5,3582,2928,654,28.6
1400000US36005031000,36005031000,"Census Tract 310, Bronx County, New York",1235,3.3,4.1,5.7,1.9,2.7,20.4,19,21.8,10.4,10.6,90893,106297,3693,727,134,355,536,302,124,56,4806,2001,1213,196,417,0,824,155,3921,3168,753,4.9,9.8,4806,3081,1725,32.8
1400000US36005031200,36005031200,"Census Tract 312, Bronx County, New York",583,2.2,2.1,8.7,1.5,6.9,24,16.3,18.2,11.3,8.7,76893,104354,1233,206,55,77,273,199,22,56,1779,787,505,0,325,0,95,67,1774,1379,395,3.9,4.6,1779,1495,284,27.2
1400000US36005031400,36005031400,"Census Tract 314, Bronx County, New York",661,4.4,0,9.5,5.7,7,9.8,21.5,18.3,13.2,10.6,86761,118065,1660,430,73,104,254,185,30,58,2228,1194,310,0,255,0,459,10,2039,1412,627,9,2.6,2228,1421,807,24.6
1400000US36005031600,36005031600,"Census Tract 316, Bronx County, New York",643,6.7,0.8,13.8,4.5,10.4,19.4,20.4,6.8,5.9,11.2,66625,85182,1392,224,41,81,255,111,4,26,1899,902,221,0,281,0,413,82,1891,1303,588,12.5,15.5,1899,1180,719,41.3
1400000US36005031800,36005031800,"Census Tract 318, Bronx County, New York",559,2.3,2.3,5.5,10.7,9.8,19,16.6,14.1,10.6,8.9,75069,90315,1524,404,58,90,239,103,62,2,2001,1049,541,23,143,66,179,0,1818,962,856,12.3,10.5,2001,1355,646,27.2
1400000US36005031900,36005031900,"Census Tract 319, Bronx County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,75,1,6,6,3,50,0,3,636,433,95,0,30,0,53,25,0,0,0,6.1,69.6,636,479,157,-
1400000US36005032300,36005032300,"Census Tract 323, Bronx County, New York",2417,4.2,3.7,6,6.7,14.3,9.2,16.6,24.7,10.3,4.3,85755,91115,3662,567,101,107,765,834,330,230,4423,3138,622,0,285,0,167,211,4374,2625,1749,4,5.1,4423,3783,640,30.3
1400000US36005032400,36005032400,"Census Tract 324, Bronx County, New York",1187,19,21.1,15.1,5.5,15.1,6.7,12.5,2.3,1.9,1,19764,36614,2019,307,151,68,253,52,15,22,3173,868,713,0,27,0,1426,139,3168,502,2666,11.1,43.1,3173,1107,2066,29.3
1400000US36005032600,36005032600,"Census Tract 326, Bronx County, New York",1011,2.8,9.5,7.4,9.8,7.2,22.2,9.3,20.2,9,2.7,58798,76674,2639,562,127,150,286,188,15,71,3463,1667,340,6,793,0,593,64,3262,1775,1487,8.8,8.1,3463,2760,703,35.1
1400000US36005032800,36005032800,"Census Tract 328, Bronx County, New York",1358,20.5,19.5,9.5,9.6,9.1,14.1,7.8,5.4,3.7,0.8,25500,43683,2523,588,120,176,225,144,16,29,4005,831,1030,62,447,0,1327,308,4000,890,3110,10.6,35.7,4005,1973,2032,38.4
1400000US36005033000,36005033000,"Census Tract 330, Bronx County, New York",2147,13.6,13.8,12.2,8.6,17.7,14.9,9.3,8.2,1.8,0,37355,43878,4286,1119,181,310,395,161,22,0,5925,2692,1080,0,46,0,2107,0,5914,301,5613,21.4,26.9,5925,2806,3119,34.1
1400000US36005033201,36005033201,"Census Tract 332.01, Bronx County, New York",2002,5,11.4,13.6,8.5,10.1,25.9,12.5,8.3,3.9,0.7,50739,56837,3136,703,137,238,562,362,66,51,4490,1622,914,90,60,0,1584,220,4468,632,3836,7.9,15.6,4490,1604,2886,30.3
1400000US36005033202,36005033202,"Census Tract 332.02, Bronx County, New York",1630,12.8,9.3,13.9,8,7.7,19.6,14.9,5.3,7.5,1,47672,55702,3146,699,259,310,348,173,18,9,4334,1409,1444,0,51,0,1184,246,3874,837,3037,9,23.1,4334,1905,2429,30.4
1400000US36005033400,36005033400,"Census Tract 334, Bronx County, New York",260,5.8,10.4,10.4,6.5,10.8,28.1,13.8,12.3,1.9,0,57500,57380,414,63,0,14,91,31,9,0,570,206,124,0,9,0,231,0,565,194,371,11.8,17.4,570,189,381,31.5
1400000US36005033500,36005033500,"Census Tract 335, Bronx County, New York",699,4,2.4,6.2,3.7,9,16.9,11.2,21.7,9.2,15.7,89141,160362,1280,163,5,67,366,281,89,45,2112,1635,141,0,126,0,139,71,1573,1009,564,3.1,6.8,2112,1780,332,29.8
1400000US36005033600,36005033600,"Census Tract 336, Bronx County, New York",2651,18.9,11.1,13.5,8.6,15.3,10.7,8.4,11.3,1.5,0.9,33816,47646,4455,970,300,486,530,180,0,0,6822,1564,3073,20,129,0,1955,81,6822,1529,5293,4.1,29.3,6822,3193,3629,32.2
1400000US36005033700,36005033700,"Census Tract 337, Bronx County, New York",942,5.4,1.3,6.4,6.9,11.8,12.2,15.4,19.1,8.2,13.4,79773,105290,1760,221,43,86,449,413,68,78,2490,1766,240,8,152,0,130,194,2463,1483,980,2.4,5.3,2490,2094,396,30.6
1400000US36005033800,36005033800,"Census Tract 338, Bronx County, New York",1362,8.6,8.4,14.5,14.2,11.3,22.3,7.1,12.6,0,1,42353,54823,2862,674,189,222,308,132,0,17,4350,862,1528,52,335,0,1407,166,4339,814,3525,21.3,25.7,4350,2182,2168,50.0+
1400000US36005034000,36005034000,"Census Tract 340, Bronx County, New York",1806,7.6,10.2,14.4,12,19.7,14.3,10.8,8,3,0,38243,49718,3193,602,212,338,376,161,30,0,4984,859,2078,116,91,40,1479,321,4984,1154,3830,19.3,23.9,4984,2562,2422,41.4
1400000US36005034200,36005034200,"Census Tract 342, Bronx County, New York",558,5.7,9,8.1,6.1,21.9,14.9,16.8,10.8,5.6,1.3,49231,64673,1286,212,41,117,210,112,0,27,2040,441,920,65,70,0,463,81,2040,1174,866,6.4,17.8,2040,1145,895,46.9
1400000US36005034300,36005034300,"Census Tract 343, Bronx County, New York",563,9.2,1.6,5.5,7.6,5.3,18.8,22.9,12.8,9.8,6.4,75547,86983,1088,162,30,112,184,187,10,26,1609,800,328,0,2,0,408,71,1390,453,937,8.5,14,1609,948,661,27.4
1400000US36005034400,36005034400,"Census Tract 344, Bronx County, New York",603,8.3,5,3.8,8.5,10.8,26.4,4.3,23.7,7,2.3,61141,79230,1577,246,105,138,337,94,1,35,2207,313,806,0,286,0,733,69,2202,1443,759,12.6,15.1,2207,1375,832,45
1400000US36005034500,36005034500,"Census Tract 345, Bronx County, New York",1362,11.8,4.3,5.2,6.9,9.2,15.6,12,18.2,11.9,4.8,59632,82814,2639,533,30,191,696,419,66,101,3591,2137,324,0,561,0,465,104,3481,1866,1615,5.3,16.5,3591,2698,893,35.4
1400000US36005034800,36005034800,"Census Tract 348, Bronx County, New York",2063,18.2,2.3,12.7,13.4,14.5,14.7,4.5,13.3,2.1,4.5,37742,58195,4164,963,261,522,355,328,23,50,6776,1065,3357,0,172,0,1862,320,6736,2618,4118,4.2,21.5,6776,3526,3250,28.2
1400000US36005035000,36005035000,"Census Tract 350, Bronx County, New York",628,1.6,2.9,15.3,12.1,15.3,7,22.9,11.3,8,3.7,58056,75016,1428,447,36,144,255,93,22,11,1951,182,1309,0,48,0,377,35,1951,1066,885,9.8,6.2,1951,1320,631,45
1400000US36005035100,36005035100,"Census Tract 351, Bronx County, New York",1102,6.4,6.2,7.4,5.6,3.1,20,14.9,22,4.5,10.1,76905,93756,1994,241,8,66,460,317,254,55,3628,2566,256,20,209,0,459,118,2543,1412,1131,5.9,16.2,3628,2554,1074,29.6
1400000US36005035600,36005035600,"Census Tract 356, Bronx County, New York",683,6.3,1.2,3.4,18.3,6.3,20.1,17,19,3.1,5.4,68893,80177,1718,430,74,139,296,91,48,35,2400,163,1542,23,169,0,369,134,2380,1859,521,8,12.6,2400,1891,509,34.3
1400000US36005035800,36005035800,"Census Tract 358, Bronx County, New York",2432,1.9,2.1,6.6,9.3,13.7,20.1,14.6,19.7,8.1,4.2,69939,82865,5418,867,163,666,1088,617,17,26,8115,487,6098,187,177,0,846,320,8061,5236,2825,7.3,6.2,8115,6499,1616,35.7
1400000US36005035900,36005035900,"Census Tract 359, Bronx County, New York",713,17.1,13.3,22.6,10.8,16.3,6.7,3.4,7.9,1.1,0.8,23080,37582,1413,340,156,26,35,42,8,0,2234,202,565,7,56,0,1343,61,2234,277,1957,7,41.9,2234,551,1683,50.0+
1400000US36005036000,36005036000,"Census Tract 360, Bronx County, New York",908,6.4,3.3,6.3,12.9,9.5,20.5,10.5,19.9,8,2.8,61929,76513,2198,549,68,253,351,167,13,20,2977,593,1396,0,375,0,516,97,2765,2076,689,7.7,7.6,2977,2013,964,33.7
1400000US36005036100,36005036100,"Census Tract 361, Bronx County, New York",2108,14.2,13,25.4,17.6,12,10.2,6.4,0,0.6,0.8,24063,38710,3866,730,215,155,278,13,20,0,5794,615,1974,0,3,0,2964,238,5774,49,5725,6.7,33.8,5794,1595,4199,29.8
1400000US36005036300,36005036300,"Census Tract 363, Bronx County, New York",2554,26.5,11.9,21.9,5.1,4.9,18,9.4,1.2,0,1.2,19813,33910,4670,558,299,199,462,99,37,56,8121,1424,1520,30,0,23,4860,264,8032,615,7417,8.4,44.4,8121,1641,6480,43.5
1400000US36005036400,36005036400,"Census Tract 364, Bronx County, New York",788,4.8,0.6,10.4,11.3,18.1,11.7,11.9,18.9,4.3,7.9,64167,80247,1726,286,78,195,307,142,0,0,2474,5,2009,101,0,0,312,47,2465,1514,951,10.8,3.8,2474,2146,328,45
1400000US36005036501,36005036501,"Census Tract 365.01, Bronx County, New York",1359,20.4,4.6,22.8,12.5,12.3,16.6,6.1,2.6,2.1,0,26152,36706,2487,431,135,192,283,64,28,4,4079,630,1891,13,0,0,1312,233,4049,525,3524,7.3,38.1,4079,1708,2371,33.3
1400000US36005036502,36005036502,"Census Tract 365.02, Bronx County, New York",672,22,11.2,16.1,13.2,15.5,10.4,3,6.8,0.6,1.2,28095,42248,1351,290,58,72,96,8,6,0,2182,243,618,15,50,0,1212,44,2074,355,1719,18.7,34.4,2182,593,1589,48.7
1400000US36005036700,36005036700,"Census Tract 367, Bronx County, New York",657,14.6,14.8,17.4,12.2,9,11.3,10.7,7.6,0,2.6,30068,45059,1370,258,78,49,154,7,12,9,2592,369,820,2,0,0,1328,73,2019,425,1594,3,41.3,2592,763,1829,45.3
1400000US36005036800,36005036800,"Census Tract 368, Bronx County, New York",614,3.6,9.1,11.4,10.9,14.8,22.6,10.4,11.4,3.7,2,50357,62412,1326,467,36,127,111,76,15,0,2152,215,1725,0,0,0,190,22,1947,764,1183,12.2,22.8,2152,1659,493,36.2
1400000US36005036901,36005036901,"Census Tract 369.01, Bronx County, New York",811,21.9,23.8,14.2,10,11.8,6.3,8.5,3.5,0,0,18679,30324,1279,311,81,77,83,11,6,0,2259,175,697,6,0,0,1364,17,2238,0,2238,11.2,51.3,2259,466,1793,41.9
1400000US36005036902,36005036902,"Census Tract 369.02, Bronx County, New York",717,19,11,20.6,13.2,10.5,15.6,1.4,6.7,0,2,24375,37109,1269,223,70,24,141,46,12,0,2150,384,894,37,0,0,795,40,2101,88,2013,6.1,42.3,2150,827,1323,31.8
1400000US36005037000,36005037000,"Census Tract 370, Bronx County, New York",790,8,4.9,10.3,11.1,20.6,17.1,10.1,9.4,3.7,4.8,45694,72872,1633,471,62,182,185,82,0,0,2307,166,1588,0,18,0,484,51,2307,1211,1096,12,14.8,2307,1739,568,50.0+
1400000US36005037100,36005037100,"Census Tract 371, Bronx County, New York",1700,16.7,23.7,8.1,8.7,8.4,13.8,12.8,5.2,1.8,0.9,26667,42542,2938,413,242,164,320,91,0,28,4308,1051,1822,0,21,0,1237,177,4277,954,3323,8,30.7,4308,1881,2427,33.5
1400000US36005037200,36005037200,"Census Tract 372, Bronx County, New York",727,4.7,6.9,16,8.9,18.7,23.7,9.9,6.5,3.9,1,47596,53999,1358,388,57,111,133,89,7,0,2083,163,1304,0,51,0,353,212,2053,815,1238,8.7,21.4,2083,1481,602,36.2
1400000US36005037300,36005037300,"Census Tract 373, Bronx County, New York",1946,18.2,11.6,11.4,16,12.6,15.3,7.3,6.4,1.2,0,30928,39257,3518,866,187,341,240,82,0,0,5858,904,2732,72,2,0,2035,113,5790,1282,4508,10.2,36.4,5858,2275,3583,42
1400000US36005037400,36005037400,"Census Tract 374, Bronx County, New York",1533,17.6,13.9,11.6,10.6,17.1,21,2.9,4.4,0,0.9,27854,37248,2415,607,158,163,213,38,12,12,3904,501,2251,0,160,0,950,42,3904,430,3474,11.8,34.6,3904,2300,1604,32.6
1400000US36005037504,36005037504,"Census Tract 375.04, Bronx County, New York",1237,22.2,17.3,20.2,9,11.6,9.3,6.9,3.6,0,0,20576,31140,2072,294,159,183,283,55,0,29,3470,366,1378,14,76,0,1549,87,3276,196,3080,9.2,47.8,3470,1324,2146,41
1400000US36005037600,36005037600,"Census Tract 376, Bronx County, New York",741,6.7,6.3,12.1,8.6,11.3,26.2,7.6,17.9,0.8,2.3,53255,73427,1578,280,64,127,270,70,34,4,2257,245,912,16,48,0,1031,5,2189,716,1473,9.3,9,2257,1032,1225,31.3
1400000US36005037800,36005037800,"Census Tract 378, Bronx County, New York",1048,13.6,9,9.3,12.8,15,19.4,8.1,7.3,5.6,0,39758,52984,1930,531,179,98,161,61,1,0,3260,320,1987,0,25,0,645,283,3250,787,2463,18.3,28.8,3260,2040,1220,35.5
1400000US36005037900,36005037900,"Census Tract 379, Bronx County, New York",1470,15.3,21.8,12.7,13.7,10.4,14.3,6.9,4.8,0,0,27625,34687,2961,700,183,90,198,119,0,0,5360,531,2771,10,122,0,1724,202,4981,122,4859,18.5,46.7,5360,2908,2452,46.4
1400000US36005038000,36005038000,"Census Tract 380, Bronx County, New York",1885,16.4,7.5,17,7.6,15.9,12.6,11.1,7.6,4,0.4,36781,46917,3255,755,100,305,662,212,28,21,5225,281,4033,0,122,0,694,95,5215,1602,3613,9.1,37.8,5225,3878,1347,49.6
1400000US36005038100,36005038100,"Census Tract 381, Bronx County, New York",2237,10.8,11,17.3,6.5,19.9,15.1,9.7,6.4,2.1,1.2,36998,48876,4296,946,202,379,217,248,0,13,7175,880,2702,0,74,0,3318,201,7104,494,6610,19.2,25.9,7175,2291,4884,40.8
1400000US36005038200,36005038200,"Census Tract 382, Bronx County, New York",879,10.8,3.8,13.9,7.5,13.5,17.3,12.2,14.7,3.3,3.1,50469,62648,1835,586,38,226,218,73,19,10,2814,188,2155,0,38,0,428,5,2809,1301,1508,14.4,22.7,2814,2174,640,39.7
1400000US36005038301,36005038301,"Census Tract 383.01, Bronx County, New York",1539,19.1,12.9,14.4,10.7,9.8,16,11,2.1,1.9,2.1,28309,42654,2682,654,155,179,154,107,28,18,4842,364,1398,9,6,0,2888,177,4686,43,4643,11.8,39.8,4842,1333,3509,39.8
1400000US36005038302,36005038302,"Census Tract 383.02, Bronx County, New York",1937,26.5,7.7,16.8,17.7,12,10.4,3.7,0.8,2.5,1.9,22468,35531,3320,808,205,282,221,85,0,17,6034,499,2681,8,0,0,2549,297,5929,74,5855,13.1,45.4,6034,2578,3456,44.2
1400000US36005038500,36005038500,"Census Tract 385, Bronx County, New York",1673,24.9,16,19.7,12.3,10.9,7.4,4.6,3.8,0,0.4,19163,30776,2755,565,206,323,76,20,25,18,4757,358,1634,26,0,0,2475,264,4672,191,4481,18.8,48,4757,1646,3111,49.8
1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",2586,2.6,9.7,9.2,13.2,6.8,22.7,9.6,16.7,7.1,2.5,62577,68724,5311,1775,64,713,727,418,0,0,8408,69,7071,0,802,105,203,158,8391,2530,5861,9.6,17.6,8408,7885,523,38.6
1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",1204,18.1,20,15,8.1,11.9,15.1,7.7,4.1,0,0,23377,34216,1884,477,112,78,258,26,8,0,3630,863,665,0,17,0,1971,114,3589,238,3351,19.9,42.5,3630,1289,2341,50.0+
1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",834,10.3,3.2,10.4,11.4,12.1,14.3,13.9,18.5,2.9,3,57500,68530,1692,423,146,147,201,146,6,10,2528,45,1967,0,26,0,437,53,2514,1339,1175,10.4,16.9,2528,2027,501,39.3
1400000US36005038900,36005038900,"Census Tract 389, Bronx County, New York",1775,22.9,7.2,12.6,9.9,18.9,13.2,8.8,6.6,0,0,32062,38658,3019,615,95,243,352,68,0,15,6040,1822,754,58,114,0,3226,66,5903,225,5678,13.6,45.5,6040,2260,3780,41.6
1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",942,12.6,4.6,10.7,21.7,14.9,13.8,10,10.8,0,1,35313,49040,1690,545,131,99,178,72,0,0,2515,189,2122,0,59,0,109,36,2515,698,1817,11.8,26.2,2515,2055,460,49.6
1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",2411,8.9,9.8,16.8,19,15.7,16.5,2.8,8.8,1.6,0,33020,41921,4413,911,59,146,531,227,130,148,7089,1774,1021,0,133,0,3654,507,7089,287,6802,22,34.9,7089,1802,5287,38.6
1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",574,14.5,1.7,14.1,6.4,26,26,2.1,4.4,4.9,0,40282,46764,1088,411,89,82,142,57,0,0,1738,172,1193,0,0,0,340,33,1689,527,1162,7.2,21.5,1738,1234,504,42.7
1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",3267,21.6,10.1,24,14,12.4,11.3,1.8,2.8,1,1,21651,33936,5039,861,581,217,354,119,37,0,9292,997,2512,0,56,0,5496,231,9236,428,8808,14.7,45.6,9292,2788,6504,38.8
